year,date,team,team_id,opponent,opponent_id,home_away,team_score,opponent_score,total_score,team_win
2025,2025-01-16,Northern Arizona,2025 Northern Arizona,Sacramento St.,2025 Sacramento St.,Home,77,53,130,1
2025,2025-01-18,Northern Arizona,2025 Northern Arizona,Portland St.,2025 Portland St.,Home,69,80,149,0
2025,2025-01-23,Northern Arizona,2025 Northern Arizona,Eastern Washington,2025 Eastern Washington,Away,70,61,131,1
2025,2025-01-25,Northern Arizona,2025 Northern Arizona,Idaho,2025 Idaho,Away,80,72,152,1
2025,2025-02-01,Northern Arizona,2025 Northern Arizona,Northern Colorado,2025 Northern Colorado,Away,69,87,156,0
2025,2025-02-03,Northern Arizona,2025 Northern Arizona,Weber St.,2025 Weber St.,Away,73,77,150,0
2025,2025-02-06,Northern Arizona,2025 Northern Arizona,Montana St.,2025 Montana St.,Home,69,64,133,1
2025,2025-02-08,Northern Arizona,2025 Northern Arizona,Montana,2025 Montana,Home,80,83,163,0
2025,2025-02-13,Northern Arizona,2025 Northern Arizona,Portland St.,2025 Portland St.,Away,46,58,104,0
2025,2025-02-15,Northern Arizona,2025 Northern Arizona,Sacramento St.,2025 Sacramento St.,Away,65,61,126,1
2025,2025-02-20,Northern Arizona,2025 Northern Arizona,Idaho,2025 Idaho,Home,78,83,161,0
2025,2025-02-22,Northern Arizona,2025 Northern Arizona,Eastern Washington,2025 Eastern Washington,Home,87,67,154,1
2025,2025-03-01,Northern Arizona,2025 Northern Arizona,Northern Colorado,2025 Northern Colorado,Home,73,83,156,0
2025,2025-03-03,Northern Arizona,2025 Northern Arizona,Idaho St.,2025 Idaho St.,Away,82,79,161,1
2025,2025-01-02,Northern Colorado,2025 Northern Colorado,Weber St.,2025 Weber St.,Home,89,72,161,1
2025,2025-01-04,Northern Colorado,2025 Northern Colorado,Idaho St.,2025 Idaho St.,Home,93,92,185,1
2025,2025-01-09,Northern Colorado,2025 Northern Colorado,Montana St.,2025 Montana St.,Away,83,82,165,1
2025,2025-01-11,Northern Colorado,2025 Northern Colorado,Montana,2025 Montana,Away,81,57,138,1
2025,2025-01-16,Northern Colorado,2025 Northern Colorado,Portland St.,2025 Portland St.,Home,72,69,141,1
2025,2025-01-18,Northern Colorado,2025 Northern Colorado,Sacramento St.,2025 Sacramento St.,Home,68,64,132,1
2025,2025-01-23,Northern Colorado,2025 Northern Colorado,Idaho,2025 Idaho,Away,76,77,153,0
2025,2025-01-25,Northern Colorado,2025 Northern Colorado,Eastern Washington,2025 Eastern Washington,Away,67,62,129,1
2025,2025-02-01,Northern Colorado,2025 Northern Colorado,Northern Arizona,2025 Northern Arizona,Home,87,69,156,1
2025,2025-02-03,Northern Colorado,2025 Northern Colorado,Idaho St.,2025 Idaho St.,Away,86,72,158,1
2025,2025-02-06,Northern Colorado,2025 Northern Colorado,Montana,2025 Montana,Home,78,86,164,0
2025,2025-02-08,Northern Colorado,2025 Northern Colorado,Montana St.,2025 Montana St.,Home,73,66,139,1
2025,2025-02-13,Northern Colorado,2025 Northern Colorado,Sacramento St.,2025 Sacramento St.,Away,77,61,138,1
2025,2025-02-15,Northern Colorado,2025 Northern Colorado,Portland St.,2025 Portland St.,Away,71,82,153,0
2025,2025-02-20,Northern Colorado,2025 Northern Colorado,Eastern Washington,2025 Eastern Washington,Home,95,76,171,1
2025,2025-02-22,Northern Colorado,2025 Northern Colorado,Idaho,2025 Idaho,Home,92,74,166,1
2025,2025-03-01,Northern Colorado,2025 Northern Colorado,Northern Arizona,2025 Northern Arizona,Away,83,73,156,1
2025,2025-03-03,Northern Colorado,2025 Northern Colorado,Weber St.,2025 Weber St.,Away,68,63,131,1
2025,2025-01-04,Portland St.,2025 Portland St.,Sacramento St.,2025 Sacramento St.,Away,53,56,109,0
2025,2025-01-09,Portland St.,2025 Portland St.,Eastern Washington,2025 Eastern Washington,Home,64,59,123,1
2025,2025-01-11,Portland St.,2025 Portland St.,Idaho,2025 Idaho,Home,75,63,138,1
2025,2025-01-16,Portland St.,2025 Portland St.,Northern Colorado,2025 Northern Colorado,Away,69,72,141,0
2025,2025-01-18,Portland St.,2025 Portland St.,Northern Arizona,2025 Northern Arizona,Away,80,69,149,1
2025,2025-01-23,Portland St.,2025 Portland St.,Weber St.,2025 Weber St.,Home,74,56,130,1
2025,2025-01-25,Portland St.,2025 Portland St.,Idaho St.,2025 Idaho St.,Home,76,59,135,1
2025,2025-01-30,Portland St.,2025 Portland St.,Montana,2025 Montana,Away,78,92,170,0
2025,2025-02-01,Portland St.,2025 Portland St.,Montana St.,2025 Montana St.,Away,73,74,147,0
2025,2025-02-06,Portland St.,2025 Portland St.,Idaho,2025 Idaho,Away,76,69,145,1
2025,2025-02-08,Portland St.,2025 Portland St.,Eastern Washington,2025 Eastern Washington,Away,67,72,139,0
2025,2025-02-13,Portland St.,2025 Portland St.,Northern Arizona,2025 Northern Arizona,Home,58,46,104,1
2025,2025-02-15,Portland St.,2025 Portland St.,Northern Colorado,2025 Northern Colorado,Home,82,71,153,1
2025,2025-02-20,Portland St.,2025 Portland St.,Idaho St.,2025 Idaho St.,Away,74,82,156,0
2025,2025-02-22,Portland St.,2025 Portland St.,Weber St.,2025 Weber St.,Away,58,60,118,0
2025,2025-02-27,Portland St.,2025 Portland St.,Montana St.,2025 Montana St.,Home,69,52,121,1
2025,2025-03-01,Portland St.,2025 Portland St.,Montana,2025 Montana,Home,79,76,155,1
2025,2025-03-03,Portland St.,2025 Portland St.,Sacramento St.,2025 Sacramento St.,Home,59,56,115,1
2025,2025-01-04,Sacramento St.,2025 Sacramento St.,Portland St.,2025 Portland St.,Home,56,53,109,1
2025,2025-01-09,Sacramento St.,2025 Sacramento St.,Idaho,2025 Idaho,Home,67,80,147,0
2025,2025-01-11,Sacramento St.,2025 Sacramento St.,Eastern Washington,2025 Eastern Washington,Home,54,65,119,0
2025,2025-01-16,Sacramento St.,2025 Sacramento St.,Northern Arizona,2025 Northern Arizona,Away,53,77,130,0
2025,2025-01-18,Sacramento St.,2025 Sacramento St.,Northern Colorado,2025 Northern Colorado,Away,64,68,132,0
2025,2025-01-23,Sacramento St.,2025 Sacramento St.,Idaho St.,2025 Idaho St.,Home,75,71,146,1
2025,2025-01-25,Sacramento St.,2025 Sacramento St.,Weber St.,2025 Weber St.,Home,81,87,168,0
2025,2025-01-30,Sacramento St.,2025 Sacramento St.,Montana St.,2025 Montana St.,Away,58,70,128,0
2025,2025-02-01,Sacramento St.,2025 Sacramento St.,Montana,2025 Montana,Away,59,87,146,0
2025,2025-02-06,Sacramento St.,2025 Sacramento St.,Eastern Washington,2025 Eastern Washington,Away,80,83,163,0
2025,2025-02-08,Sacramento St.,2025 Sacramento St.,Idaho,2025 Idaho,Away,76,78,154,0
2025,2025-02-13,Sacramento St.,2025 Sacramento St.,Northern Colorado,2025 Northern Colorado,Home,61,77,138,0
2025,2025-02-15,Sacramento St.,2025 Sacramento St.,Northern Arizona,2025 Northern Arizona,Home,61,65,126,0
2025,2025-02-20,Sacramento St.,2025 Sacramento St.,Weber St.,2025 Weber St.,Away,80,77,157,1
2025,2025-02-22,Sacramento St.,2025 Sacramento St.,Idaho St.,2025 Idaho St.,Away,66,83,149,0
2025,2025-02-27,Sacramento St.,2025 Sacramento St.,Montana,2025 Montana,Home,54,60,114,0
2025,2025-03-01,Sacramento St.,2025 Sacramento St.,Montana St.,2025 Montana St.,Home,60,87,147,0
2025,2025-03-03,Sacramento St.,2025 Sacramento St.,Portland St.,2025 Portland St.,Away,56,59,115,0
2025,2025-01-02,Weber St.,2025 Weber St.,Northern Colorado,2025 Northern Colorado,Away,72,89,161,0
2025,2025-01-04,Weber St.,2025 Weber St.,Northern Arizona,2025 Northern Arizona,Away,77,80,157,0
2025,2025-01-11,Weber St.,2025 Weber St.,Idaho St.,2025 Idaho St.,Away,77,69,146,1
2025,2025-01-16,Weber St.,2025 Weber St.,Montana,2025 Montana,Home,59,63,122,0
2025,2025-01-18,Weber St.,2025 Weber St.,Montana St.,2025 Montana St.,Home,71,80,151,0
2025,2025-01-23,Weber St.,2025 Weber St.,Portland St.,2025 Portland St.,Away,56,74,130,0
2025,2025-01-25,Weber St.,2025 Weber St.,Sacramento St.,2025 Sacramento St.,Away,87,81,168,1
2025,2025-01-30,Weber St.,2025 Weber St.,Idaho,2025 Idaho,Home,74,82,156,0
2025,2025-02-01,Weber St.,2025 Weber St.,Eastern Washington,2025 Eastern Washington,Home,49,72,121,0
2025,2025-02-03,Weber St.,2025 Weber St.,Northern Arizona,2025 Northern Arizona,Home,77,73,150,1
2025,2025-02-08,Weber St.,2025 Weber St.,Idaho St.,2025 Idaho St.,Home,67,72,139,0
2025,2025-02-13,Weber St.,2025 Weber St.,Montana St.,2025 Montana St.,Away,66,74,140,0
2025,2025-02-15,Weber St.,2025 Weber St.,Montana,2025 Montana,Away,58,65,123,0
2025,2025-02-20,Weber St.,2025 Weber St.,Sacramento St.,2025 Sacramento St.,Home,77,80,157,0
2025,2025-02-22,Weber St.,2025 Weber St.,Portland St.,2025 Portland St.,Home,60,58,118,1
2025,2025-02-27,Weber St.,2025 Weber St.,Eastern Washington,2025 Eastern Washington,Away,66,64,130,1
2025,2025-03-01,Weber St.,2025 Weber St.,Idaho,2025 Idaho,Away,79,81,160,0
2025,2025-03-03,Weber St.,2025 Weber St.,Northern Colorado,2025 Northern Colorado,Home,63,68,131,0
