year,region,round,high_bracket_team,low_bracket_team,high_bracket_seed,low_bracket_seed,win,5man_bpm,3man_bpm,wab,kenpom_rtg,torvik_rtg,5man_prpg,3man_prpg,5man_dprpg,3man_dprpg,size,height,experience,bench,raw_tempo,adj_tempo,3pr,3prd,off_dunk_share,off_close2_share,off_far2_share,off_3pt_share,def_dunk_share,def_close2_share,def_far2_share,def_3pt_share,5man_obpm,3man_obpm,kenpom_off,torvik_off,efg_pct,2p_pct,3p_pct,ft_pct,ftr,tor,orb_pct,ast_pct,blk_pct,off_dunk_fg_pct,off_close2_fg_pct,off_far2_fg_pct,off_3pt_fg_pct,5man_dbpm,3man_dbpm,kenpom_def,torvik_def,efgd_pct,2pd_pct,3pd_pct,ftd_pct,ftrd,tord,drb_pct,astd_pct,blked_pct,def_dunk_fg_pct,def_close2_fg_pct,def_far2_fg_pct,def_3pt_fg_pct,net_efg_margin,net_turnover_margin,net_rebounding_margin,net_ftr_margin,rim_efficiency,perimeter_efficiency,three_point_volume_efficiency,shot_quality_variance,rim_to_three_ratio,mid_range_reliance,paint_touch_rate,top5_scoring_concentration,top5_rebounding_concentration,top5_def_rebounding_concentration,bench_scoring_ratio,rotation_balance,tempo_advantage,effective_possession_rate,offensive_versatility_score,size_speed_index,assist_to_usage_ratio,free_throw_advantage,block_efficiency,experience_weighted_production,four_factors_composite,elite_outcome_probability,offense_defense_balance,shooting_variance_resilience,lineup_depth_quality,def_net_efg_margin,def_net_turnover_margin,def_net_rebounding_margin,def_net_ftr_margin,def_rim_efficiency,def_perimeter_efficiency,def_three_point_volume_efficiency,def_shot_quality_variance,def_rim_to_three_ratio,def_mid_range_reliance,def_paint_touch_rate,def_effective_possession_rate,defensive_versatility_score,def_size_speed_index,def_assist_suppression,def_free_throw_advantage,def_block_efficiency,def_experience_impact,def_four_factors_composite,def_lineup_depth_quality
2023,Final Four,Final Four,2023 Miami FL,2023 Connecticut,5,4,0,-11.5,-5.5,-1.374225625,-10.4538,-0.105160374,0.6,3,3.4,2.9,-1.52,-1.71,-0.13,-5.09,0.4,1.8,-35.1,-20.3,4.2,0.3,-4.1,3.8,-6.6,-2.9,6.1,-3.2,5.1,8.8,24.1644,24.827903,9.5,9.1,6.8,4,-8.7,3,5.8,10.6,0.5,3.8,10.1,6.7,7.1,-13.4,-14.3,16.118,17.5231595,2.2,1.6,2.1,0.9,7.3,-0.8,-10.2,9.4,4.5,-6.5,4.4,-7.3,2.8,5.3,-127.2,-73.6,-75.8,13.9612,-18.7116,-8.7856,-1.230809374,-0.02375150588,-9.3,-10.5,-0.01,-1.42E-14,0,-5.09,4.56079056,1.8,35.407,5.532249703,-1.17063,-2.491499024,1141.79,-7.011907306,6.3,12.715,0,0.9542283441,0.595942985,3.7,-5.3,127.2,73.6,75.8,-19.8258,19.0625,10.4654,1.476491116,-0.1478885292,-2.9,10.3,-34.5738,-3.231380306,-1.17063,2.076819242,-1141.79,10.26723361,-24.538,-13.035,-0.9
2023,Final Four,Championship,2023 San Diego St.,2023 Connecticut,5,4,0,-13.8,-7.3,0.620181268,-5.1137,-0.028945521,-8.4,-4.1,1.8,3.2,-1.6,-0.85,1.02,8.42,-2.1,-0.9,-34.8,-17.9,3.2,-6.6,3.1,3.5,-6.4,-3.1,4.8,-1.7,-8,1.2,17.8604,18.8377652,4.6,3.6,4.4,0,-4.4,1.8,5.5,10.9,3,0.7,8.1,3.1,4.3,-8.3,-8.6,27.7626,28.75265305,6,3.5,6.5,1.8,2,0.7,-13.4,15.4,5,10,7.4,-4.8,8,-3.4,-124.5,-77.1,-66.2,7.8059,-18.1224,-9.8452,-1.10522275,-0.2446220216,-16.5,-18.4,-0.05,-0.07,-0.06,8.42,4.429017706,-0.9,30.7094,6.044183961,-0.57671,-2.476013602,1409.88,-6.985284733,-7.086,11.04,-1,-0.9422819739,-0.596097461,9.2,3.4,124.5,77.1,66.2,-17.9572,22.0107,13.5429,-3.762207905,-0.1869449799,-4.2,10.3,-33.0985,-5.785945728,-0.57671,2.223164253,-1409.88,8.00904668,0.348,-12.575,-0.3
2024,Final Four,Final Four,2024 Connecticut,2024 Alabama,1,4,1,18.6,11.1,7.930688566,9.7306,0.047228677,9.2,5.7,-0.4,1.9,0.22,-0.73,-0.05938,-4.18,-8,-7.9,-22.4,-20,5.9,3.5,-6.5,3,-4.3,-4.7,18.3,-13.6,24.6,17.2,23.488,25.4290327,7.2,7.4,4.8,-0.1,-6.3,0.7,6.6,18.6,1.7,2.9,7.6,3,4.1,-4.2,-6.1,31.2081,31.44199404,11.2,13.9,4.6,6.2,2.7,0.2,-8.1,5.5,1.9,1.4,13.3,0.8,6.1,8.4,-137.3,-71.9,-59.4,24.2423,-19.1698,-11.016,0.0640240761,0.1419504714,6.7,1,0.06,0.05,0.06,-4.18,1.485471839,-7.9,40.7765,1.186515505,-0.65742,-2.670901433,1801.76,-8.42273934,59.412168,17.43,0,-0.04618533632,-1.507473025,-7.4,-8.4,137.3,71.9,59.4,-13.8229,20.1035,5.2907,0.5234659642,0.1833620557,-8.9,6.2,-38.3982,-5.096967551,-0.65742,3.013735514,-1801.76,6.340721644,-11.617758,-14.285,-1.9
2024,Final Four,Final Four,2024 NC St.,2024 Purdue,11,1,0,-14.9,-11.1,-11.04947986,-16.0629,-0.16549568,-3.9,-3,4.4,5.3,-0.89,-2.5,0.60959,-1.75,-0.1,0.3,-29.3,-29.7,-2.3,6.8,-3.3,-3.5,-5.2,1.8,-3.9,2.1,0.8,3.5,18.5144,19.33901286,3,2,3.2,1,9.5,0.3,3.9,-9,3.3,2,-3.9,4.8,2.9,-15.7,-14.6,23.66,25.4100986,5.5,3.7,5.9,-1.1,10.9,1.4,-8.1,16.1,1.9,4.2,7.3,3.2,6.9,4.9,-137.9,-80,-69.8,13.23,-23.861,-13.7528,-1.299012963,0.2322335,-16.5,-27.5,0.01,0.03,-0.01,-1.75,3.634248544,0.3,36.4321,7.071558484,-1.71299,-2.159543695,1521.1,-9.689889503,10.244816,11.54,-2,-0.4106677746,-2.099332067,2.7,-4.9,137.9,80,69.8,-17.3375,15.2603,10.4532,0.2712910444,-0.1663885345,9.3,13.4,-37.8995,-2.723054403,-1.71299,3.016157177,-1521.1,9.821537549,-33.478223,-16.825,1.1
2024,Final Four,Championship,2024 Connecticut,2024 Purdue,1,1,1,11.5,5.5,0.61196917,3.0941,0.002620024,5.6,2.9,-0.2,2.8,0.34,-1.64,-0.01193,0.8,-2.8,-3,-21.9,-31.8,8.1,13.1,-16.5,3.4,-6.3,3.7,-1.9,-1.8,18.4,13.3,30.7374,32.54184296,9.4,10.4,5.3,1.8,10.3,-0.9,11.8,8.6,8.2,-0.1,3.9,5.4,4.3,-4.2,-7.8,30.5941,31.96604494,10.9,9.5,8.9,-0.1,10.3,-0.3,-10.6,18.5,1.3,11.6,17,4.1,9.2,5.9,-138.4,-74.6,-68.4,29.5858,-26.0678,-10.8164,-2.172219929,0.4492122338,-3.3,-10.8,0.02,0.01,0.02,0.8,5.373179341,-3,41.2701,4.652603755,-1.17094,-1.960913082,1555.04,-9.635795715,44.5788,15.5,0,-0.01442468636,-0.6645442062,-5.1,-5.9,138.4,74.6,68.4,-12.67,14.9528,8.6164,-2.549570018,-0.008077970902,11.3,12.6,-37.8662,-4.809108997,-1.17094,2.873926579,-1555.04,6.355165167,-10.493193,-15.68,-3.6
2025,Final Four,Final Four,2025 Auburn,2025 Florida,1,1,0,1.6,2.3,1.5579278,-1.1152,0.00930169,0.7,1.5,1.1,1.5,0.55,-0.87,0.36589,2.81,-1.9,-1.7,-22.1,-21.6,4.9,-0.3,-3,3.4,-5.2,1.8,6.5,-8.3,8,9.3,35.9885,35.3736563,10.4,10.2,7.2,3.3,0.5,3.6,5.5,9.1,7.9,3.2,8,10.4,6,-8.3,-7,35.221,33.4926447,9,9.2,6.3,-1.7,-6.6,2.4,-7.8,12.2,4.8,2,10.7,3.7,5.4,2,-137.2,-68.5,-61.7,15.7074,-18.583,-11.5702,-2.000692008,0.01493094814,0.4,-7.6,-0.04,-0.1,-0.06,2.81,1.600852431,-1.7,38.9372,4.114333133,-0.62691,-2.901190429,1245.38,-7.25191377,29.477488,13.875,1,0.08925285927,3.128175025,1.3,-2,137.2,68.5,61.7,-17.3754,19.1149,9.4334,0.6201750469,0.1803235519,-7.5,0.8,-37.354,-5.285131098,-0.62691,3.831035861,-1245.38,5.471149034,-14.293471,-14.63,1.3
2025,Final Four,Final Four,2025 Duke,2025 Houston,1,1,0,2.2,3.7,-2.06242523,2.7101,-0.00304855,0.2,1.6,-1.5,0.7,2.97,2.7,-0.71017,1.02,4.2,4.4,-11.5,-27.6,8.1,7.3,-8.5,1.2,0,8.2,-11.8,3.6,7.1,8.1,40.1725,39.5967145,12.5,14.1,6.8,7.5,-2,7.3,5.9,3.1,4,5.3,9.4,12.2,8.4,-1.5,-4.4,33.4265,33.3577658,8.2,5.6,8.9,2.6,2.8,3.1,-9.6,-7,6.1,8.7,9.6,7.3,8.3,-0.5,-131.6,-72.9,-80.2,22.9146,-22.8115,-13.0776,-2.197550685,0.3210447954,9.3,-6.4,0.01,0.03,0.01,1.02,-1.061846574,4.4,37.1777,4.017879334,1.76954,-2.376035437,562.47,-5.7936331,-0.887841,13.005,1,0.6301117177,0.9995148694,1,0.5,131.6,72.9,80.2,-4.5437,16.6457,12.7169,-0.5181246245,0.132022003,21,31.2,-35.1823,-13.32941136,1.76954,2.807723075,-562.47,8.348901262,-19.125051,-10.765,-2.9
2025,Final Four,Championship,2025 Florida,2025 Houston,1,1,1,-2.6,-0.9,-0.3909372,0.7184,-0.01409554,-2.1,0.2,-0.4,1.8,1.15,2.36,-0.22496,-0.22,8.4,8.2,-13.3,-28.2,5.8,6.4,-6.6,0.2,1.1,12.5,-15.1,2.7,3.8,7.4,40.8185,39.1550685,10.1,12.5,4.6,0.9,-1.5,6.7,8.8,-2.6,5.7,3.9,11.3,5.3,5,-3.6,-8.2,30.7885,30.1391083,7.4,3.1,10.2,3.4,-4.8,2.4,-7.3,-2,7.2,6.7,7.9,5.2,9.5,-2.1,-131.7,-67.7,-72.1,20.8295,-25.0878,-14.946,-0.001366405934,0.2756776179,7.4,-9.6,0.01,0.05,0.02,-0.22,0.8827804278,8.2,34.7933,6.250611638,1.6107,-2.450662991,549.51,-5.776446458,4.59534,12.55,0,0.9749274572,-1.772358328,3.6,2.1,131.7,67.7,72.1,-3.0891,13.6748,12.5456,0.3084824435,0.3005917236,17.7,25.8,-35.7068,-12.04323377,1.6107,3.00605256,-549.51,7.261127149,-13.915464,-11.94,-4.6
2015,Final Four,Final Four,2015 Wisconsin,2015 Kentucky,1,1,1,-0.1,1.7,-1.70038361,-3.9082,-0.009070794,3.6,3.8,-7.2,-4.8,-0.11,-1.84,1.35,-18.66,-4.6,-4.2,-32,-45.2,1,-0.7,-6,6.8,-9,-2.6,3.8,-1.3,10.2,7.7,42.9783,42.87103643,14.9,16,8.3,11.3,4,9.4,0.3,10.1,3.4,-0.4,17.5,11.7,9.5,-2.9,-6,27.9796,26.93877867,5.1,7.5,-1,4.1,22.7,0.3,-16.7,15.9,12.5,-1.8,13.6,-1.2,-2.7,-7.2,-132.7,-72.4,-67.9,10.4502,-22.0749,-8.6505,-4.326638283,-0.225653233,-15.2,-21.5,0,-0.01,0,-18.66,-2.640889238,-4.2,34.6842,2.851927676,-1.3805,-3.049582506,967.73,-5.021519703,51.591,9.31,0,1.444487504,3.522073709,-2.5,7.2,132.7,72.4,67.9,-22.8262,20.9246,6.6138,-1.316390537,-0.3621739632,31.8,16.4,-34.4037,-8.060047387,-1.3805,4.058096519,-967.73,10.03182221,22.588,-14.2,-3.1
2015,Final Four,Final Four,2015 Duke,2015 Michigan St.,1,7,1,3.1,2.1,7.583436736,8.3861,0.044039309,1.6,2.5,-2.8,-1.1,1.35,3.9,-0.79,-6.32,3.4,2.7,-30.2,-37.6,4.9,8,-7.5,-0.5,-3.9,5.1,2,-7.2,13.3,12.2,29.201,32.03883641,11.2,12.2,6.3,-2.6,2.5,0.2,11.4,3.7,1.6,13.3,13,3.1,7.2,-10.2,-10.2,21.0277,21.7095674,6.4,4.5,6.6,-6.3,7,0.8,-4.5,17,4.8,-8.1,9.1,1.4,7.2,3.8,-129.6,-71.9,-65.3,21.8106,-24.4335,-10.363,4.33476552,0.4023773865,-9.5,-13.9,0,0,-0.02,-6.32,-0.5766054926,2.7,38.1098,7.718014502,2.58144,-2.098550181,750.96,-6.925034777,3.907,16.555,2,0.7769299593,-2.065712141,-1.1,-3.8,129.6,71.9,65.3,-13.9102,17.2052,5.5608,5.014002037,0.3398765215,20.4,18.6,-34.3336,-1.087486329,2.58144,2.340558097,-750.96,10.14858526,-28.824,-10.75,8.88E-16
2015,Final Four,Championship,2015 Duke,2015 Wisconsin,1,1,1,-6.7,-8,-0.70122952,-4.2177,-0.008011932,-1.5,1.2,5.2,4.3,-1.62,-2.03,-1.02,4.21,7.3,7.5,-38.8,-35.3,4.4,9.1,-16.8,7.7,-1,2.9,6.6,-9.5,7.9,10.6,30.9626,32.49452517,10.2,12.3,2.6,1,19.1,-0.1,13.7,13.5,3,1.1,12.4,-1,1,-20.1,-18.7,31.8697,33.2913002,7.2,8,3.7,6.7,10.7,6.3,-1.8,2.6,0.8,-8.5,9.1,6.2,5.1,5.6,-135.4,-76.9,-78.2,22.9376,-21.8492,-3.1444,1.340051575,0.08126784989,-18.8,-14.5,0.01,1.42E-14,-0.01,4.21,2.872268319,7.5,38.4397,8.150724434,-0.97729,-4.115213963,694.15,-10.12998871,-10.292,15,2,-0.05666660001,-3.015810254,2.7,-5.6,135.4,76.9,78.2,-12.8057,17.3175,5.4563,5.888308791,0.4292861236,15.8,19.3,-37.9934,-2.713330112,-0.97729,2.516228151,-694.15,10.19321125,-54.66,-12.46,1.4
2016,Final Four,Final Four,2016 Oklahoma,2016 Villanova,2,2,0,-2.9,-3,-1.079202487,-1.8981,-0.020682032,-0.6,-0.2,-2.8,-0.2,-0.31,0.87,0.45,-7.4,3.6,3.8,-21.8,-21.2,4.5,2,-5.4,3.2,-4.7,4.9,2.2,-7.2,3,4.3,25.733,27.21206209,8.2,4.2,9.1,6.5,2.2,2.4,1.8,-4.7,5.9,-5.8,5.3,-0.7,8.4,-14.2,-7.3,25.8633,26.11271361,7.9,12.4,0.4,9.9,7,1.2,1.2,18.9,0.5,13.7,15.9,8.3,2.4,1.5,-127.6,-82.4,-73.4,13.1988,-20.7908,-7.6496,-3.786811498,0.0882094034,-8.6,-25.3,-1.42E-14,0.01,0.01,-7.4,-3.128812691,3.8,33.7352,6.662213114,0.62807,-1.965158019,458.43,-9.467390683,14.355,10.83,1,-0.004651776469,1.554111981,1.3,-1.5,127.6,82.4,73.4,-13.4307,15.9467,8.152,-4.631327687,0.1955691925,4.8,19.4,-35.9612,2.810378355,0.62807,2.470600479,-458.43,7.044967246,-20.142,-10.78,6.9
2016,Final Four,Final Four,2016 Syracuse,2016 North Carolina,10,1,0,-17.8,-9.9,-8.828026472,-12.1878,-0.081622905,-3.7,-1.3,-2.2,-1.5,0.8,-2.77,-0.14,-17.94,-5.5,-6.6,-21.2,-33,5.4,4.5,-11.1,6.4,0.2,-1.1,-11.6,12.8,-5.9,-0.9,18.2561,16.53735041,3,3.9,0.1,-1.6,5.8,0.3,3.1,13,5.4,1.9,3,-4.8,-0.2,-16.9,-9.1,25.632,25.50790425,4.6,5.2,1,7.1,2.8,5.2,-4.5,-7.2,2.8,4.5,7.4,9,1.8,-2.6,-127.1,-62,-73.2,15.7992,-23.9127,-7.6206,2.469454451,0.09761492609,-11.5,-25.5,-1.42E-14,-0.01,-0.01,-17.94,-0.2124059057,-6.6,31.3932,1.194710971,-2.04561,-2.786459682,334,-8.143550882,-12.623,10.295,-2,-0.6751977942,-0.7076997318,5,2.6,127.1,62,73.2,-17.0713,21.3588,18.7696,-0.0002515455957,-0.540423911,13.2,14.5,-33.2616,-4.070020691,-2.04561,1.155550134,-334,7.567575221,-32.567,-10.98,7.8
2016,Final Four,Championship,2016 North Carolina,2016 Villanova,1,2,0,2.5,0.6,-0.421590019,1.2908,-0.017168362,-1.1,-0.9,-1.2,-0.1,0.43,3.17,0.14,2.38,3,5,-35.8,-20.6,4,5.1,5.4,-10.6,-5,-2.9,10,-7.1,8.7,7,29.587,29.73537939,5.8,10,-2.1,7.5,0.8,5,11.1,1.2,4.5,4.5,11.7,7.9,-1.3,-5.3,-6.3,25.1981,24.63504011,6.9,12.7,-1.6,7.8,4.6,2.2,1.3,15,3.2,9.9,12.5,7.6,-0.1,0.1,-129.2,-73,-72.4,17.7519,-22.5729,-16.0825,1.355823349,0.6965791719,-19.4,-22.7,-0.01,0.01,1.42E-14,2.38,-0.9832855674,5,33.1218,3.54912011,2.30441,-1.884835397,613.62,-9.486402661,18.545,12.17,3,0.4237208899,-1.288276527,-1.7,-0.1,129.2,73,72.4,-18.1562,20.03,7.3258,-3.532731471,-0.03449382981,12.6,27.5,-35.6112,3.416026115,2.30441,2.763191847,-613.62,8.169527969,-6.529,-11.27,-1
2017,Final Four,Final Four,2017 Gonzaga,2017 South Carolina,1,7,1,7.1,0.7,6.131713709,16.0236,0.089818424,-5.6,-3.2,-8.5,-3.1,1.4,2.35,0.27,-0.99,1.4,2.2,-33.5,-34.5,0.4,2.7,-0.9,-1.9,-2,0.2,1.1,-1.3,4.2,1.9,32.1947,31.47074012,13,13.1,8.6,2.7,-8.5,8.6,-1.7,8,1.5,9.9,11.4,9,7.5,6.7,-1.1,17.8889,17.22102156,5.1,5,3.4,3.5,13.9,-1.3,-8.4,8.4,3.9,-5.9,11.9,0.2,4.4,-8.7,-122.9,-79.3,-49.2,13.4832,-18.4131,-11.6163,1.031785294,0.1586070312,-13.7,-19.3,0.04,0.07,0.05,-0.99,4.020356237,2.2,35.303,0.5454292034,1.70556,-2.263562767,1513.06,-8.450547109,11.628,13.495,1,1.27746757,3.587341095,-2.3,8.7,122.9,79.3,49.2,-6.5771,24.691,11.7387,3.379558514,-0.01287749507,22.1,30.4,-27.4902,-8.229662553,1.70556,2.911507922,-1513.06,8.602072524,15.393,-7.71,-7.8
2017,Final Four,Final Four,2017 North Carolina,2017 Oregon,1,3,1,5.7,0.9,2.311774332,4.1815,0.032566249,-0.4,1.2,-2.2,-1.3,0.51,0.4,0.13,7.78,3.3,4.2,-32.8,-21.5,0.5,-2.2,9.5,-7.3,-5.3,-12.3,12.1,0.3,7,8.2,28.1748,27.26142794,6.2,5.3,5.6,-0.8,6.5,3.7,12.2,10.4,-0.9,9.3,12.3,0.5,4.2,-4.9,-7.4,23.6626,22.87060417,7.1,8.1,3.7,-1.4,3,1.7,-6.9,11.2,7.6,4.2,3.1,3.3,4,2.5,-127.8,-71.1,-74.5,10.0648,-18.2567,-15.0747,3.634221437,0.2181232789,-10.5,-16.1,-0.03,-0.06,-0.06,7.78,0.3037598785,4.2,32.8889,6.151451717,0.33952,-2.297653237,756.11,-4.989997782,15.554,11.63,-1,0.427646954,-1.045954082,1.2,-2.5,127.8,71.1,74.5,-23.5794,24.7769,11.118,-0.1982744137,-0.4576119061,5.5,17.6,-36.5175,-3.6948239,0.33952,2.488411401,-756.11,9.791332925,-6.863,-13.965,-2.5
2017,Final Four,Championship,2017 North Carolina,2017 Gonzaga,1,1,1,0,-2.2,0.515814534,-5.0447,-0.018875237,-2.1,0.3,-3.2,-0.9,-0.57,-1.62,0.08,4.64,1.2,0.9,-38.2,-28,3.7,3.5,-1.6,-1.9,-0.9,-8.6,2.4,6.4,5.5,5,34.4179,32.99047156,10.7,11.1,6.7,4.9,7.1,1.3,16.6,16.1,2.3,1.5,16.3,4.4,6.6,-4.5,-7.2,26.6456,26.68459287,9.5,11.7,4,1.8,6.8,2.8,-4.8,5.6,0.6,2.5,6,9.6,4.1,0.4,-131.3,-77.6,-71.3,12.265,-23.7845,-12.1377,-1.451522866,0.3036285416,-21.6,-25,-0.04,-0.07,-0.07,4.64,-0.2826073632,0.9,33.386,8.603156489,-1.14912,-2.865270791,707.73,-8.618701205,11.969,11.22,-1,0.7787348704,-3.41472488,-0.5,-0.4,131.3,77.6,71.3,-18.0859,21.3687,13.4031,1.82428783,-0.4491110186,15.2,25.7,-39.1475,-3.014835527,-1.14912,2.577768405,-707.73,9.873096549,-7.091,-15.35,-2.7
2018,Final Four,Final Four,2018 Michigan,2018 Loyola Chicago,3,11,1,6.3,3.6,4.891624119,8.0507,0.121926609,-2.9,-0.4,-6.4,-2.4,1.3,3.04,-0.17,-4.12,-0.5,-0.8,-20.5,-34.1,4.7,3.7,-9.9,6.3,4.2,-9.1,14.1,-5,2.2,5,19.7089,17.51198528,7.1,8,3.8,-4.3,4.6,6.1,0.1,3.7,-1,1,5.1,2.6,3.2,3.4,-1.5,18.6215,16.55776178,9.4,9.5,5.7,1.2,3,0.6,2.3,14.3,-3.1,-14.7,4.4,6.8,6.7,7.9,-127.9,-101.6,-80.6,18.4574,-23.2149,-9.8528,-0.6755261646,0.05031548203,0.1,-18.8,0,-0.03,-0.01,-4.12,-0.3074186497,-0.8,36.2984,1.194050695,2.00816,-1.927592719,165.45,-13.25996882,1.709,10.625,-1,0.07783986991,-9.505406564,2.8,-7.9,127.9,101.6,80.6,-14.6394,20.7132,6.2213,9.275225605,0.05097444444,5.7,13.9,-36.9232,1.496895509,2.00816,3.206865443,-165.45,10.91157602,3.604,-11.98,-4.9
2018,Final Four,Final Four,2018 Kansas,2018 Villanova,1,1,0,-8.3,-6.4,-2.467948077,-8.1703,-0.025769262,2.6,1.9,3.7,4.6,0.37,1.51,0.46,-5,-0.1,0.3,-22.9,-15,11.6,2.7,-8.1,5.4,-6.4,0.6,7.9,-8.5,10.4,9,24.9581,26.35906489,8.9,7.2,7.5,-5.2,0.7,1.9,2.4,2.9,2.9,12.7,6.4,1.2,8.4,-16.6,-15.3,29.6902,31.95746257,11.2,11.6,7.1,5.1,3.8,3.9,2.9,5.1,0.1,3.4,8.3,9.4,6.7,15.5,-131.8,-83.7,-94.9,23.2618,-16.9026,-7.8252,3.430322669,0.1918866759,3.9,-0.9,-0.01,-0.03,-0.01,-5,0.7077332638,0.3,39.0574,2.93260512,1.05269,-2.492697327,95.93,-8.886563879,24.55,12.38,0,-0.424812739,-3.023261964,-1.4,-15.5,131.8,83.7,94.9,-18.9099,15.5707,7.0397,1.880383098,0.06265381152,-2.7,13.4,-41.4563,0.9433214842,1.05269,2.437311403,-95.93,8.060995366,-16.512,-12.435,1.3
2018,Final Four,Championship,2018 Villanova,2018 Michigan,1,3,1,11.9,8.7,3.75756179,8.2182,0.04685283,3.1,3.9,-3.5,-1.2,-0.44,-2.11,-0.32,-2.69,4.8,3.8,-23.2,-21.4,7.7,-2.1,-15.2,17.3,-2.7,0.3,7.1,-7.4,13.5,12.5,34.6745,35.21206938,11.3,12.7,5.5,5.8,-1.6,4.8,4.4,8.6,0.3,-2.5,7.6,11.7,6.9,-0.6,-3.9,19.9251,18.93163059,5.2,5,3.6,-9.6,4.8,4.6,0.7,1.2,0.1,17.3,8.9,-3.9,3.4,11.7,-133.6,-94.1,-85.4,19.0898,-15.2072,-1.2307,-5.148817144,-0.3693219274,-4.6,-13.2,-0.03,-0.01,-0.03,-2.69,0.9702739025,3.8,40.9734,2.656535545,-1.40261,-3.29046854,352.36,-10.87547607,13.091,14.44,2,1.44304154,7.179034982,-1,-11.7,133.6,94.1,85.4,-14.5142,18.8756,9.1762,-8.249740969,0.1482227637,-2.9,12.8,-37.4404,-0.9982077912,-1.40261,2.506061746,-352.36,8.917911715,-5.118,-11.57,-3.3
2019,Final Four,Final Four,2019 Texas Tech,2019 Michigan St.,3,2,1,-2,-0.6,-3.630462043,-4.6131,-0.00257758,-3.8,0.1,-4.1,-0.7,-0.46,-0.09,0.13,-4.7,-0.7,-1.6,-27.5,-22.5,3.8,-0.6,1.8,-1.2,-2.2,-5,2.7,2.3,-1.4,3.6,22.3261,20.12022327,10,11.6,5,4.9,5.8,-3.3,1.8,-1.8,7,0.3,15.2,7.2,4.9,2.6,-4,35.7822,33.68253718,13,13.5,8.3,5.8,-2.6,4.3,-5.5,19.5,7.2,6.6,11.6,9.7,8,-4,-125.2,-81.9,-66.2,13.8322,-21.3276,-12.3048,-1.968076802,0.1247267547,-7.4,-16.8,-0.01,0.01,0,-4.7,0.9510320712,-1.6,35.5379,4.251473237,-0.0594,-1.841662165,821.05,-6.338747233,-0.556,10.225,-2,-1.222566393,-1.974728535,5,4,125.2,81.9,66.2,-14.965,24.6783,13.8942,0.6755000522,-0.2425000725,6.9,23.2,-32.2094,-0.7425862612,-0.0594,2.017125766,-821.05,5.930809044,7.761,-11.005,-6.6
2019,Final Four,Final Four,2019 Auburn,2019 Virginia,5,1,0,-12.6,-12.5,-4.971372826,-12.3235,-0.050803004,-6.7,-3.7,4.7,7.4,-0.64,-1.08,0.59,8.54,7.8,8.3,-9.5,-17.2,7.3,3.9,-11,7.2,-1.4,0.7,-4.5,3.9,-2.9,6.3,31.6547,30.65617473,10.7,5.8,10.9,6.5,3.1,0.3,6.8,9.1,7.6,-5.7,3,-1.4,9.2,-16.5,-18.7,27.3313,26.63973246,3.9,1.8,5.3,3.4,-6.3,10.6,2.9,4.8,0.2,0.5,3.6,0.8,4.7,5.2,-124.7,-78.5,-74.2,19.6844,-25.5992,-11.2818,-3.930409086,0.1029810416,6.4,-17,0.02,0.01,0.02,8.54,1.380897259,8.3,34.658,7.927568856,-0.6505,-3.106571747,137.77,-7.264526103,5.567,10.45,-1,0.4988730511,-2.582828703,9.2,-5.2,124.7,78.5,74.2,-16.2839,16.8906,12.6943,0.8994661394,-0.1132656537,0.9,15.3,-35.3175,0.1144315457,-0.6505,2.065572235,-137.77,5.359128652,-23.096,-12.455,-2.2
2019,Final Four,Championship,2019 Virginia,2019 Texas Tech,1,3,1,2.2,2,4.083160733,8.9076,0.023469283,-3,2.3,-5.8,-1.8,0.11,1.36,-0.32,-2.06,-6.6,-6.6,-21.6,-23.6,5.2,2.7,-2.1,-0.7,-3.1,-4.2,-2.3,6.5,-1.8,7.9,37.6242,36.25152628,12.9,10.9,10.8,5.4,-7.3,8.3,1.4,7.9,5.4,7.7,10.2,8.9,9.7,5.2,-6.1,24.7777,23.32223553,10.2,7.4,9.6,7.7,5.6,-0.4,-2.7,7.4,6.9,0,7.6,5.9,7.6,-4.3,-126.3,-86.9,-70.7,15.7157,-23.3926,-12.6179,-0.5998924933,0.2153351833,-7.5,-22.5,-0.03,-0.05,-0.04,-2.06,0.7029727486,-6.6,34.3561,3.754605685,0.84148,-2.129970354,260.97,-5.950291626,-10.528,10.44,3,1.144046594,1.963561104,9.7,4.3,126.3,86.9,70.7,-18.382,25.3904,17.0775,2.810063131,-0.3552806602,6.9,20.9,-33.8696,-5.065760815,0.84148,3.14984182,-260.97,7.282211406,3.52,-9.63,-11.3
