year,region,round,high_bracket_team,low_bracket_team,high_bracket_seed,low_bracket_seed,win,5man_bpm,3man_bpm,wab,kenpom_rtg,torvik_rtg,5man_prpg,3man_prpg,5man_dprpg,3man_dprpg,size,height,experience,bench,raw_tempo,adj_tempo,3pr,3prd,off_dunk_share,off_close2_share,off_far2_share,off_3pt_share,def_dunk_share,def_close2_share,def_far2_share,def_3pt_share,5man_obpm,3man_obpm,kenpom_off,torvik_off,efg_pct,2p_pct,3p_pct,ft_pct,ftr,tor,orb_pct,ast_pct,blk_pct,off_dunk_fg_pct,off_close2_fg_pct,off_far2_fg_pct,off_3pt_fg_pct,5man_dbpm,3man_dbpm,kenpom_def,torvik_def,efgd_pct,2pd_pct,3pd_pct,ftd_pct,ftrd,tord,drb_pct,astd_pct,blked_pct,def_dunk_fg_pct,def_close2_fg_pct,def_far2_fg_pct,def_3pt_fg_pct,net_efg_margin,net_turnover_margin,net_rebounding_margin,net_ftr_margin,rim_efficiency,perimeter_efficiency,three_point_volume_efficiency,shot_quality_variance,rim_to_three_ratio,mid_range_reliance,paint_touch_rate,top5_scoring_concentration,top5_rebounding_concentration,top5_def_rebounding_concentration,bench_scoring_ratio,rotation_balance,tempo_advantage,effective_possession_rate,offensive_versatility_score,size_speed_index,assist_to_usage_ratio,free_throw_advantage,block_efficiency,experience_weighted_production,four_factors_composite,elite_outcome_probability,offense_defense_balance,shooting_variance_resilience,lineup_depth_quality,def_net_efg_margin,def_net_turnover_margin,def_net_rebounding_margin,def_net_ftr_margin,def_rim_efficiency,def_perimeter_efficiency,def_three_point_volume_efficiency,def_shot_quality_variance,def_rim_to_three_ratio,def_mid_range_reliance,def_paint_touch_rate,def_effective_possession_rate,defensive_versatility_score,def_size_speed_index,def_assist_suppression,def_free_throw_advantage,def_block_efficiency,def_experience_impact,def_four_factors_composite,def_lineup_depth_quality
2018,Final Four,Final Four,2018 Villanova,2018 Kansas,1,1,1,8.3,6.4,2.467948077,8.1703,0.025769262,3.7,4.6,2.6,1.9,-0.37,-1.51,-0.46,5,0.1,-0.3,-15,-22.9,6.4,-0.6,-7.9,8.5,-11.6,-2.7,8.1,-5.4,16.6,15.3,29.6902,31.95746257,11.2,11.6,7.1,5.1,3.8,3.9,-2.9,5.1,0.1,3.4,8.3,9.4,6.7,-10.4,-9,24.9581,26.35906489,8.9,7.2,7.5,-5.2,0.7,1.9,-2.4,2.9,2.9,12.7,6.4,1.2,8.4,15.5,-131.8,-83.7,-94.9,18.9099,-15.5707,-7.0397,-1.880383098,-0.06265381152,2.7,-13.4,0.01,0.03,0.01,5,-0.7077332638,-0.3,41.4563,-0.9433214842,-1.05269,-2.437311403,95.93,-8.060995366,16.512,12.435,0,0.424812739,3.023261964,-1.3,-15.5,131.8,83.7,94.9,-23.2618,16.9026,7.8252,-3.430322669,-0.1918866759,-3.9,0.9,-39.0574,-2.93260512,-1.05269,2.492697327,-95.93,8.886563879,-24.55,-12.38,1.4
2018,Final Four,Championship,2018 Michigan,2018 Villanova,3,1,0,-11.9,-8.7,-3.75756179,-8.2182,-0.04685283,-3.5,-1.2,3.1,3.9,0.44,2.11,0.32,2.69,-4.8,-3.8,-21.4,-23.2,2.7,-0.3,-7.1,7.4,-7.7,2.1,15.2,-17.3,0.6,3.9,19.9251,18.93163059,5.2,5,3.6,-9.6,4.8,4.6,-0.7,1.2,0.1,17.3,8.9,-3.9,3.4,-13.5,-12.5,34.6745,35.21206938,11.3,12.7,5.5,5.8,-1.6,4.8,-4.4,8.6,0.3,-2.5,7.6,11.7,6.9,11.7,-133.6,-94.1,-85.4,14.5142,-18.8756,-9.1762,8.249740969,-0.1482227637,2.9,-12.8,0.03,0.01,0.03,2.69,-0.9702739025,-3.8,37.4404,0.9982077912,1.40261,-2.506061746,352.36,-8.917911715,5.118,11.57,-2,-1.44304154,-7.179034982,3.3,-11.7,133.6,94.1,85.4,-19.0898,15.2072,1.2307,5.148817144,0.3693219274,4.6,13.2,-40.9734,-2.656535545,1.40261,3.29046854,-352.36,10.87547607,-13.091,-14.44,1
2019,Final Four,Final Four,2019 Michigan St.,2019 Texas Tech,2,3,0,2,0.6,3.630462043,4.6131,0.00257758,-4.1,-0.7,-3.8,0.1,0.46,0.09,-0.13,4.7,0.7,1.6,-22.5,-27.5,2.2,5,-2.7,-2.3,-3.8,0.6,-1.8,1.2,-2.6,4,35.7822,33.68253718,13,13.5,8.3,5.8,-2.6,4.3,5.5,19.5,7.2,6.6,11.6,9.7,8,1.4,-3.6,22.3261,20.12022327,10,11.6,5,4.9,5.8,-3.3,-1.8,-1.8,7,0.3,15.2,7.2,4.9,-4,-125.2,-81.9,-66.2,14.965,-24.6783,-13.8942,-0.6755000522,0.2425000725,-6.9,-23.2,0.01,-0.01,0,4.7,-0.9510320712,1.6,32.2094,0.7425862612,0.0594,-2.017125766,821.05,-5.930809044,-7.761,11.005,2,1.222566393,1.974728535,6.6,4,125.2,81.9,66.2,-13.8322,21.3276,12.3048,1.968076802,-0.1247267547,7.4,16.8,-35.5379,-4.251473237,0.0594,1.841662165,-821.05,6.338747233,0.556,-10.225,-5
2019,Final Four,Final Four,2019 Virginia,2019 Auburn,1,5,1,12.6,12.5,4.971372826,12.3235,0.050803004,4.7,7.4,-6.7,-3.7,0.64,1.08,-0.59,-8.54,-7.8,-8.3,-17.2,-9.5,1.4,-0.7,4.5,-3.9,-7.3,-3.9,11,-7.2,16.5,18.7,27.3313,26.63973246,3.9,1.8,5.3,3.4,-6.3,10.6,-2.9,4.8,0.2,0.5,3.6,0.8,4.7,2.9,-6.3,31.6547,30.65617473,10.7,5.8,10.9,6.5,3.1,0.3,-6.8,9.1,7.6,-5.7,3,-1.4,9.2,5.2,-124.7,-78.5,-74.2,16.2839,-16.8906,-12.6943,-0.8994661394,0.1132656537,-0.9,-15.3,-0.02,-0.01,-0.02,-8.54,-1.380897259,-8.3,35.3175,-0.1144315457,0.6505,-2.065572235,137.77,-5.359128652,23.096,12.455,1,-0.4988730511,2.582828703,2.2,-5.2,124.7,78.5,74.2,-19.6844,25.5992,11.2818,3.930409086,-0.1029810416,-6.4,17,-34.658,-7.927568856,0.6505,3.106571747,-137.77,7.264526103,-5.567,-10.45,-9.2
2019,Final Four,Championship,2019 Texas Tech,2019 Virginia,3,1,0,-2.2,-2,-4.083160733,-8.9076,-0.023469283,-5.8,-1.8,-3,2.3,-0.11,-1.36,0.32,2.06,6.6,6.6,-23.6,-21.6,3.1,4.2,2.3,-6.5,-5.2,-2.7,2.1,0.7,-5.2,6.1,24.7777,23.32223553,10.2,7.4,9.6,7.7,5.6,-0.4,2.7,7.4,6.9,0,7.6,5.9,7.6,1.8,-7.9,37.6242,36.25152628,12.9,10.9,10.8,5.4,-7.3,8.3,-1.4,7.9,5.4,7.7,10.2,8.9,9.7,-4.3,-126.3,-86.9,-70.7,18.382,-25.3904,-17.0775,-2.810063131,0.3552806602,-6.9,-20.9,0.03,0.05,0.04,2.06,-0.7029727486,6.6,33.8696,5.065760815,-0.84148,-3.14984182,260.97,-7.282211406,-3.52,9.63,-3,-1.144046594,-1.963561104,11.3,4.3,126.3,86.9,70.7,-15.7157,23.3926,12.6179,0.5998924933,-0.2153351833,7.5,22.5,-34.3561,-3.754605685,-0.84148,2.129970354,-260.97,5.950291626,10.528,-10.44,-9.7
2021,Final Four,Final Four,2021 Gonzaga,2021 UCLA,1,11,1,21.4,12.4,5.859810064,20.7066,0.100591925,6.8,5.7,-1.6,0.2,0.82,0.95,0.16,-3.12,10,9.9,-28.7,-33.8,1,15.8,-11.4,-4.5,-0.2,5.1,-7.2,2.1,21.9,18.9,28.6251,29.17164711,10.3,14.6,1.4,-1,8.7,1.5,6.2,4.2,0,1.8,12.9,1.3,3.1,5,-6.4,23.9158,24.62524639,4.5,3.8,4.2,1.8,6.7,3.6,-7.4,6.8,0.9,-1.7,3.6,6.4,4.5,11.2,-129.3,-91.2,-76.8,26.9698,-22.9802,-12.7775,0.8830185933,0.6408243304,1.6,-8.2,-1.42E-14,-0.02,-0.03,-3.12,-0.6617702859,9.9,42.5022,1.134174634,0.6866,-2.357245178,913.31,-11.83246839,35.182,17.2,1,0.3492573708,-0.770613825,-3,-11.2,129.3,91.2,76.8,-6.3178,14.8113,10.9249,3.271877214,0.08170525914,22.8,30.5,-32.6585,-7.159180658,0.6866,2.802152494,-913.31,13.02686912,10.164,-10.805,-11.4
2021,Final Four,Final Four,2021 Baylor,2021 Houston,1,2,1,-2.4,4.1,2.63641385,0.6767,-0.004011695,0.7,3.2,1.9,0.9,-0.45,0.04,0.13,-0.97,4.2,3.7,-23.2,-23.4,4.4,2.3,-3.1,0.8,0.6,7.5,0.4,-7.9,10,13.2,33.1633,33.91186324,14.6,11.1,13.3,4.5,-15.4,4,9.5,3.2,3,1.8,8.3,9.1,11.4,-12.1,-9.2,25.1541,25.46365797,2.2,1.8,1.5,5.7,-1,8.3,-8.5,-0.3,4.5,0.7,2.6,1.3,1.9,0.8,-119.9,-64.2,-68.2,14.6453,-20.9228,-10.4984,-3.771430398,0.1531991472,-5.1,-16.5,-0.04,-0.09,-0.07,-0.97,1.506698288,3.7,35.0464,9.670712139,0.00564,-2.242362185,13.81,-6.278219402,21.712,12.67,3,0.7822603252,5.68022009,3.2,-0.8,119.9,64.2,68.2,-8.5791,17.9025,8.3297,0.3013200969,0.4064202178,14.4,29.5,-30.4167,-6.92720372,0.00564,2.088558381,-13.81,8.580598957,-21.292,-10.995,2.9
2021,Final Four,Championship,2021 Gonzaga,2021 Baylor,1,1,0,9.9,1.9,1.816732199,7.1272,0.019309193,6.6,4.6,-0.3,3.9,1.45,1.21,-0.47,-4.3,5.1,5.8,-33.4,-26.3,0.1,14.9,-13.9,-1.1,-5.8,-2.1,6.8,-4.7,19.8,15.8,32.3431,31.80233387,11.9,15.9,2.5,4,5,8.5,-0.5,1.9,-2.9,0.5,10.3,6.7,3.9,-2,-14,33.7778,33.70038679,10,7.3,9.3,-0.6,1.1,2.7,-14.1,10,3.4,-9.9,6.3,2.5,8.6,15.1,-121.4,-77.8,-78.7,27.4564,-24.245,-10.7977,-1.337513838,0.4897537156,-0.9,-6.4,0.05,0.08,0.05,-4.3,0.3845881568,5.8,38.6576,-2.238434284,0.87986,-2.071648744,200.93,-8.660754559,25.228,14.025,-3,-0.1919223102,-3.481459042,-4,-15.1,121.4,77.8,78.7,-15.9392,17.6853,6.8209,6.757785766,-0.07062376975,8.8,17.7,-36.7225,-10.70527033,0.87986,2.701577675,-200.93,12.99638629,-13.608,-13.28,-12
2022,Final Four,Final Four,2022 Duke,2022 North Carolina,2,8,0,2.4,5.5,2.928180039,7.6665,0.076584811,1.6,2.9,1.2,-0.9,0.1,0.46,-0.8,3.38,-1.9,-2.5,-26.5,-28.8,8.5,6.3,-5.8,-0.5,-1.1,0.9,3.5,-4.4,10.4,10.7,22.3522,24.5277694,5.8,7.5,1.9,-0.8,7.1,-0.8,11.1,8.6,4.6,1.4,7.7,4.1,2.9,-4.5,-5.1,17.4062,18.44439148,5.1,3.8,4.8,10,10.7,-0.4,-1.9,1.8,1.6,0.6,6.1,-1.3,3.8,4.5,-138.4,-88.4,-101.4,23.9754,-20.9358,-10.9344,-0.5201849799,0.4289845982,-7,-10.6,0.01,0,-0.01,3.38,2.475262684,-2.5,40.2374,5.928523829,0.27802,-2.476719569,-354.57,-9.289472623,-2.096,14.645,2,0.4612417128,1.144605528,0.3,-4.5,138.4,88.4,101.4,-12.0448,19.2755,9.244,0.01332909138,0.1463575506,6.3,11.8,-34.9705,-3.90243936,0.27802,2.610708126,354.57,6.908721929,-18.32,-9.145,-0.6
2022,Final Four,Final Four,2022 Villanova,2022 Kansas,2,1,0,-2.8,-3.9,-3.128355062,-1.3813,-0.016721935,1.2,1.4,1,2.4,0.21,-0.87,0.32,-1.97,-5.3,-6.5,-19.8,-23.2,1.5,0.3,-11.9,11.5,-2.8,-8.7,-0.4,9.1,5.7,6,24.0535,24.2763888,5.1,2.4,5.8,11.6,2.7,2.9,2,1.5,-0.7,-3.3,0.5,0.1,6.1,-12.1,-9.8,25.5493,27.22824738,6.6,6.3,4.5,-2.1,7.7,1,-5.4,3.9,-0.4,6.9,7.3,0.4,5.3,0.5,-129.5,-78.8,-83.8,9.6309,-21.597,-7.8079,-3.084576086,-0.2344710808,-0.7,-21.6,-0.02,-0.04,-0.04,-1.97,-0.6183049227,-6.5,34.1696,5.565205271,-0.56697,-2.345831668,859.46,-8.700431327,17.826,10.23,1,-0.1415686767,0.7232853913,0.3,-0.5,129.5,78.8,83.8,-18.9529,23.4465,17.2533,-1.946579998,-0.581290165,5.6,16.7,-34.6002,-4.391945904,-0.56697,2.565067228,-859.46,12.43364689,-22.338,-11.255,2.3
2022,Final Four,Championship,2022 North Carolina,2022 Kansas,8,1,0,-6.6,-6.8,-6.148716577,-9.4461,-0.084854919,-0.2,-2.3,1.8,4.2,1.12,1.31,-0.34,-4.99,0.7,1.1,-28.4,-29.3,4.3,1.6,-4.9,3.2,-3.6,-6.5,3.4,3.1,4.9,2.9,19.1605,19.9681146,5.2,2.8,6.1,6.5,1.8,1.9,1.5,6.1,1.9,0.2,4.1,0.1,6,-6.6,-9.8,22.3782,24.2963673,4.3,6.2,0.6,-1.3,11.3,-3.7,-12.6,5.9,2,2.9,5.4,3,2.4,2.9,-133.2,-86.5,-88.3,14.2986,-22.1927,-10.8256,-1.232035717,0.06258419828,-7.7,-17.5,-0.04,-0.07,-0.04,-4.99,-2.123740654,1.1,33.7331,3.767591706,0.93503,-2.325298403,479.83,-8.674106409,4.34,9.785,0,-0.2745681902,-0.2393458916,-2,-2.9,133.2,86.5,88.3,-18.9463,21.4057,12.0515,-0.3011038358,-0.4016226295,9.4,15.3,-37.392,-7.303355535,0.93503,2.490793041,-479.83,9.31813569,-18.994,-14.25,-3.2
2023,Final Four,Final Four,2023 San Diego St.,2023 Florida Atlantic,5,9,1,-4.8,-4.5,0.935368929,2.0251,0.044654452,-5.6,-3.1,-4.1,-0.7,0.68,0.88,1.35,-1.03,-2.2,-2.1,-30.9,-16.1,3.6,-1,1.8,-0.8,-1.7,-5.3,9.2,-3.9,-5.7,0.1,15.8835,16.47423763,4.2,4.6,2.4,-1.3,7.6,0.7,7.2,18.5,4.1,-5.7,10,-1.4,1.6,-1.4,-4.8,22.6006,22.05320435,7.5,4.4,8,-1.8,0.1,2.9,-4.6,3.8,-1.3,2.3,1.8,2.9,8.3,-1.5,-127.8,-87.6,-80.1,10.1234,-19.5866,-11.9312,-2.463884415,0.1015154216,-17.8,-24.4,-0.06,-0.08,-0.07,-1.03,2.206757668,-2.1,31.3821,7.097518263,0.60338,-3.342270803,938.91,-13.9357846,1.008,10.015,-2,-0.6601344697,-5.718281127,5.8,1.5,127.8,87.6,80.1,-12.5879,21.3411,12.6126,2.142071625,-0.07039356145,-8.6,12.8,-35.525,-5.830451548,0.60338,2.37560219,-938.91,8.07860134,17.601,-11.68,-3.4
