year,region,round,high_bracket_team,low_bracket_team,high_bracket_seed,low_bracket_seed,win,5man_bpm,3man_bpm,wab,kenpom_rtg,torvik_rtg,5man_prpg,3man_prpg,5man_dprpg,3man_dprpg,size,height,experience,bench,raw_tempo,adj_tempo,3pr,3prd,off_dunk_share,off_close2_share,off_far2_share,off_3pt_share,def_dunk_share,def_close2_share,def_far2_share,def_3pt_share,5man_obpm,3man_obpm,kenpom_off,torvik_off,efg_pct,2p_pct,3p_pct,ft_pct,ftr,tor,orb_pct,ast_pct,blk_pct,off_dunk_fg_pct,off_close2_fg_pct,off_far2_fg_pct,off_3pt_fg_pct,5man_dbpm,3man_dbpm,kenpom_def,torvik_def,efgd_pct,2pd_pct,3pd_pct,ftd_pct,ftrd,tord,drb_pct,astd_pct,blked_pct,def_dunk_fg_pct,def_close2_fg_pct,def_far2_fg_pct,def_3pt_fg_pct,net_efg_margin,net_turnover_margin,net_rebounding_margin,net_ftr_margin,rim_efficiency,perimeter_efficiency,three_point_volume_efficiency,shot_quality_variance,rim_to_three_ratio,mid_range_reliance,paint_touch_rate,top5_scoring_concentration,top5_rebounding_concentration,top5_def_rebounding_concentration,bench_scoring_ratio,rotation_balance,tempo_advantage,effective_possession_rate,offensive_versatility_score,size_speed_index,assist_to_usage_ratio,free_throw_advantage,block_efficiency,experience_weighted_production,four_factors_composite,elite_outcome_probability,offense_defense_balance,shooting_variance_resilience,lineup_depth_quality,def_net_efg_margin,def_net_turnover_margin,def_net_rebounding_margin,def_net_ftr_margin,def_rim_efficiency,def_perimeter_efficiency,def_three_point_volume_efficiency,def_shot_quality_variance,def_rim_to_three_ratio,def_mid_range_reliance,def_paint_touch_rate,def_effective_possession_rate,defensive_versatility_score,def_size_speed_index,def_assist_suppression,def_free_throw_advantage,def_block_efficiency,def_experience_impact,def_four_factors_composite,def_lineup_depth_quality
2023,Region 2,Elite Eight,2023 Texas,2023 Miami FL,2,5,0,3.5,4.2,3.87602565,9.6559,0.087206633,-1.7,0.3,2.5,3.5,-0.28,-0.04,0.65,8.73,1.3,0,-27.3,-30,2.2,-2.5,6.5,-4,-3.9,-3.1,2.6,0.6,5,10.3,13.262,13.2180356,1.4,2,0.3,0.7,7.4,1.6,-0.7,3.9,1.7,-0.5,6.3,0.7,1.2,-6.4,-6.1,26.2224,25.71433102,7.2,7.7,4.1,5.2,-4.5,6.4,-2.6,3.3,0.5,2.4,4.1,5.8,4.4,6.8,-126.2,-81.3,-79.9,13.6786,-15.2835,-13.631,-0.2827292803,0.1120583622,-9.7,-20.1,-0.01,-0.04,-0.02,8.73,-1.167889387,0,35.1898,-0.5056978405,-0.0278,-2.113856819,953.55,-10.29776763,17.41,11.15,-1,-1.433563581,-0.2752742917,5.3,-6.8,126.2,81.3,79.9,-17.401,19.5974,10.9392,1.238853801,-0.2248365649,7.8,13,-34.0784,-3.175383401,-0.0278,2.503114508,-953.55,8.982240258,-1.594,-11.515,0.3
2023,Region 3,Elite Eight,2023 Gonzaga,2023 Connecticut,3,4,0,-8.3,-1.5,1.610778118,-1.0585,-0.022480861,0.4,3.1,2.5,2.4,-0.24,-0.06,0.42,-4.15,2.9,3,-36.9,-18.6,1.1,1.8,-4,2.2,-5.6,-3,5.7,-2.7,6.8,11.2,29.9354,30.1640148,13,13.2,8.4,-3.4,-4.5,4.8,4.9,9.7,0.7,6.1,14.1,11.3,7.8,-15.1,-12.8,19.7433,20.35007636,1.8,2.2,0.7,1.9,4.7,-0.1,-13.2,17.3,7.3,0.7,3.6,-3.2,1.1,9.2,-128.3,-77.5,-69,13.8242,-17.7577,-9.1462,-1.127953585,-0.005385010432,-9.4,-12.1,1.42E-14,0,0.01,-4.15,1.243426631,3,39.386,4.17411138,-0.01272,-2.497151414,1207.63,-7.012638153,20.862,15.015,2,1.087578439,1.530299773,4.4,-9.2,128.3,77.5,69,-19.613,19.5718,10.1349,-1.250481142,-0.138164822,-3.3,9.4,-34.3081,-4.193786211,-0.01272,2.969653443,-1207.63,10.347049,-23.04,-14.01,2.3
2024,Region 1,Sweet 16,2024 San Diego St.,2024 Connecticut,5,1,0,-25,-16.3,-9.066056098,-12.5137,-0.094029321,-7.2,-2.9,6.3,5.1,-0.86,-0.93,0.13681,1.47,0.8,1.5,-29,-18.6,2,-5,-0.1,5.1,-9.2,-8.1,8,0.1,-10.6,-2.2,19.1521,17.65261344,4.7,7.9,-0.6,0.7,5,0.2,5.9,4.8,3.6,3.6,11.5,5.9,0.3,-21.4,-14,32.7601,32.39649863,9.9,10.2,6.2,4.1,0,3.1,-8.5,15.1,5.3,1.7,10.3,4.4,4.8,-0.8,-134.9,-76,-63.4,5.4564,-17.2708,-10.6652,0.8253197203,-0.2518998081,-9.3,-18.2,0.01,0.04,0,1.47,-1.084100048,1.5,32.9382,3.990521134,-0.60108,-3.004413218,1333.78,-6.326667488,-24.551627,11.59,-3,-1.292182948,0.2566837497,8.4,0.8,134.9,76,63.4,-25.6469,22.8778,13.4154,0.8159229123,-0.4326768571,-5.2,6.9,-39.0881,-2.486256254,-0.60108,2.452165104,-1333.78,7.499967831,-50.683946,-15.185,7.4
2024,Region 1,Sweet 16,2024 Iowa St.,2024 Illinois,2,3,0,-1.1,-0.9,0.717955785,2.7304,0.033231948,-3.1,-1.6,-0.8,-0.3,-1.24,-0.15,-1.0065,-1.31,-2.3,-2.3,-40.1,-16.7,0.9,-2.5,-0.9,3.4,-2.7,-14.5,7.8,6.6,0.8,1.3,12.299,12.7318987,3.9,5.1,0.6,-2,9,-3.4,5.5,15.4,2.5,6.4,7.3,2.3,1.7,-6.8,-2.2,38.4067,36.85333664,6.7,7.8,3.4,3.3,2.6,10.6,-6.8,-14.5,-0.5,-9.6,2.8,0.6,3.4,0.8,-131.2,-76.7,-63.8,12.3484,-17.3478,-7.3011,2.388980332,-0.2054700891,-22.9,-19.8,-0.04,-0.01,-0.05,-1.31,2.047196817,-2.3,37.3557,2.563390349,-0.11402,-3.020464171,1402.96,-11.06327317,-8.480866,13.54,-1,-2.155372405,0.09640193104,0.5,-0.8,131.2,76.7,63.8,-22.849,28.89,17.4906,5.026129229,-0.5560379909,3.4,24.4,-32.0809,-7.512560917,-0.11402,2.111402057,-1402.96,8.363499973,-38.778614,-12.47,4.6
2024,Region 2,Sweet 16,2024 Duke,2024 Houston,4,1,1,-11.2,-7.9,-6.434847809,-6.8423,-0.051251954,-2.2,-1.2,-0.5,0.8,2.38,3.54,-0.5152,-3.95,3.6,3.6,-21.7,-27.9,2.5,8.9,-6.3,-2.6,-0.7,9.6,-7.5,-2.1,0.1,1.4,34.6777,35.43752052,11.2,11,7.7,5.2,-5.2,10.4,1.6,-6.4,2.4,6.5,6.2,9,7.6,-8.5,-9.3,21.9174,21.68355692,0.7,-0.7,2.1,0.4,2.3,3.2,-11,-1.6,4.3,9.4,9.5,-2.1,3,-2.1,-130.4,-75.2,-69.7,17.6998,-25.3394,-13.8924,-0.9230635418,0.3674433157,-1.7,-15.2,0.02,0.01,0.02,-3.95,0.8143593019,3.6,33.4744,5.520033271,2.3511,-2.257492488,258.02,-5.640085727,-11.467789,11.17,0,1.288993523,0.635464874,1.3,2.1,130.4,75.2,69.7,-7.3084,14.9398,10.859,-4.506914266,0.3102499035,18.3,25.7,-34.2721,-10.03480104,2.3511,2.795261603,-258.02,8.825217513,-26.220015,-12.655,-0.8
2024,Region 2,Sweet 16,2024 Marquette,2024 NC St.,2,11,0,12.9,8.7,6.97590618,9.6809,0.133426036,3.9,4.7,-4.9,-2.3,0.89,0.83,-1.00916,4.26,0.4,1.2,-24.2,-23.4,3.2,6,-10.4,4.3,2.6,-0.1,-9.4,9.5,13.1,13.2,16.965,18.0318296,4.6,6.5,0.9,-1.7,-6.3,3.6,-3.3,5.9,2.1,0.2,3.8,5.8,1.7,-1.1,-4.6,18.8274,19.30726433,1,0.9,1,-1.9,4.3,7.4,2.2,-13.1,0.9,6.4,3.2,1.6,0.7,6,-133,-85.3,-81.8,18.7774,-20.0964,-10.0048,-1.430881878,0.1055755948,5,-7.6,-0.03,-0.05,0.01,4.26,3.022592247,1.2,38.3602,-2.004614713,0.58987,-3.077944251,617.36,-9.816678391,18.695522,12.155,2,-0.26632781,2.177734168,0.1,-6,133,85.3,81.8,-8.0082,18.064,16.9212,-2.500623843,-0.1981998939,3.8,20.5,-33.1408,-3.977912109,0.58987,2.291443832,-617.36,9.245227799,-15.972338,-10.125,-3.5
2024,Region 3,Sweet 16,2024 Gonzaga,2024 Purdue,5,1,0,-4.3,-4.3,-8.236526049,-7.5545,-0.052771053,1.2,-0.9,1.9,4.8,-0.42,-2.11,-0.38157,-5.96,0.8,1.5,-31.4,-28.1,-0.2,8.1,-2.7,-5.5,-6,0,-1.9,1.9,9.5,7.5,25.1284,26.31734356,9,10.2,4.1,0.2,8.5,0,8.6,-3,4.1,4,6,10.5,4.7,-12.6,-11.7,25.5541,27.81751953,8.7,8.1,6.8,-0.6,17,0,-10.2,16.3,3.2,3.3,9.3,7.9,6.3,7.7,-139,-77.4,-76.9,19.6693,-21.9114,-13.8774,-1.463872558,0.4147274419,-17.1,-24.1,0.01,0.02,0.01,-5.96,3.201079324,1.5,41.44,5.66452065,-1.43156,-2.097102586,1221.92,-9.682741978,14.699394,14.655,-1,0.02867281484,-0.2134728891,-2,-7.7,139,77.4,76.9,-17.5446,17.5656,10.1006,1.586560596,-0.2312479424,11.3,16,-38.0645,-4.131627141,-1.43156,2.949744454,-1221.92,9.164282693,-35.017101,-15.4,0.9
2024,Region 3,Sweet 16,2024 Tennessee,2024 Creighton,2,3,1,2,-1,1.206856268,2.5715,0.009507285,-4.4,-2.6,0.9,3.1,-1.95,-2.3,-0.40735,6.43,2.6,2.3,-31.5,-9.7,6.4,2.8,-16,13.3,-7.7,4.7,2.8,-7.4,3.5,5.7,20.3353,19.18146438,5.1,5.9,2,-3.8,18.1,-3.4,7.8,20.3,4.5,0.9,5.8,-0.6,2.1,-6.1,-6.4,29.0351,29.24197236,12.1,16.3,4.7,7.4,-11.3,3.6,2.7,9.1,0.6,4.1,15.1,14.7,5.6,0.8,-140,-88.5,-89.2,12.9385,-19.3443,-4.7155,0.1476989804,-0.1978434847,-12.4,-18,0.02,0.01,0.03,6.43,0.7738893353,2.3,37.9778,2.806535535,-1.55871,-3.107878031,816.52,-10.42071406,4.674895,11.845,-1,-0.8825998664,-1.508174583,2.2,-0.8,140,88.5,89.2,-13.6421,16.5065,10.4288,1.993700784,0.0825492781,-4.6,19.2,-38.3831,2.467424919,-1.55871,2.798764736,-816.52,6.669600094,-25.241244,-11.115,-0.3
2024,Region 4,Sweet 16,2024 Alabama,2024 North Carolina,4,1,1,-1.3,-3.3,-3.681766013,-2.1631,-0.01508634,-0.6,0.7,3.4,3.9,1.01,1.29,-0.73606,9.75,2.8,2.1,-17.1,-27.4,5.4,11.1,-21.8,10.7,1.4,0.4,-1.5,1.1,9.9,8.2,32.4512,32.30365439,9.9,11.6,5.1,4,6.9,-1.1,11.4,10.9,0.6,-6.3,9.8,-3.2,5.2,-10.4,-11.6,14.677,16.4576144,1.4,-0.8,3.5,1.1,-2.8,1.2,-2.9,6.4,-2.3,-3.5,-3.4,4,4.2,3.9,-139.1,-78.9,-60.1,18.6852,-22.6885,-6.9637,-3.12752587,0.1305194678,5.4,-13.7,-0.05,-0.07,-0.07,9.75,1.304499869,2.1,39.3056,7.103370842,0.96852,-3.514531218,2146.6,-8.74530619,14.497728,15.16,2,1.010295294,-0.4059822418,-1.7,-3.9,139.1,78.9,60.1,-10.4443,17.1055,12.4477,3.811960964,0.01234689703,1.3,10.2,-36.0972,-4.812437492,0.96852,2.825872284,-2146.6,8.464759822,-38.413596,-15.02,-1.2
2024,Region 4,Sweet 16,2024 Arizona,2024 Clemson,2,6,0,4.6,0.1,3.812441228,9.687,0.082380034,1.2,1.1,-1.3,1.7,-0.41,0.02,-0.45002,-2.46,5.8,5.9,-26.8,-21.6,6.6,10.8,-3.1,-7.7,-0.5,-3.4,5.5,-2,8.9,9.7,20.637,22.41471424,6.3,7.5,3.1,-2.5,5.5,-2.5,11.1,15,2.2,6.7,11.3,-3.8,3.5,-6.1,-9.6,22.9238,23.92807063,5.2,6.6,2,7.9,4.9,3.2,-4.6,0.8,2.6,8.3,6.6,4.1,2.2,6.3,-137.3,-87.7,-75.8,21.888,-21.8926,-15.2715,3.290750579,0.7408119591,2.5,-4.2,0.01,-2.84E-14,-0.01,-2.46,2.210181477,5.9,39.1682,5.308687198,0.09663,-3.029823168,1147.58,-8.222218459,15.339711,16.46,1,-0.3189323239,0.8101171841,0.8,-6.3,137.3,87.7,75.8,-14.4782,19.9503,11.426,-2.558858555,-0.04894167628,6.9,22.3,-36.5836,-3.65606112,0.09663,2.325868125,-1147.58,10.0342569,-23.445489,-12.155,-3.5
2024,Region 1,Elite Eight,2024 Illinois,2024 Connecticut,3,1,0,-15.8,-9.3,-5.680887925,-8.2255,-0.04982873,0.6,1,6.9,5.1,0.37,-1.04,0.68142,0.18,4.3,5.2,-28.5,-31.2,2.8,1.2,-6.9,5.7,-7.7,-6.6,18.5,-11.9,4.8,5.7,31.1581,30.21729194,8.7,11,3,2.3,5.3,1.1,9.4,-1.6,-0.1,6.7,16.3,0.3,3.7,-21.1,-15.1,25.043,26.1088224,9.1,11.9,2.4,2.5,6.2,-2.6,-10.4,21.1,5.9,5.9,8.8,4.7,1.7,4,-141.5,-74.4,-69.3,11.9728,-19.8954,-9.1638,2.829654236,-0.08667323084,-2.5,-11.2,-1.42E-14,0.01,0,0.18,-1.645154371,5.2,36.7824,7.101615104,-0.65676,-3.117652251,1347.39,-6.367870687,28.227594,14.16,-1,0.2560743731,-0.929319021,0.9,-4,141.5,74.4,69.3,-25.1057,20.5512,4.2581,-1.755237267,0.07207844396,5.3,3.9,-42.1961,-2.445646256,-0.65676,3.040938649,-1347.39,11.02671213,-44.413024,-16.38,6
