year,region,round,high_bracket_team,low_bracket_team,high_bracket_seed,low_bracket_seed,win,5man_bpm,3man_bpm,wab,kenpom_rtg,torvik_rtg,5man_prpg,3man_prpg,5man_dprpg,3man_dprpg,size,height,experience,bench,raw_tempo,adj_tempo,3pr,3prd,off_dunk_share,off_close2_share,off_far2_share,off_3pt_share,def_dunk_share,def_close2_share,def_far2_share,def_3pt_share,5man_obpm,3man_obpm,kenpom_off,torvik_off,efg_pct,2p_pct,3p_pct,ft_pct,ftr,tor,orb_pct,ast_pct,blk_pct,off_dunk_fg_pct,off_close2_fg_pct,off_far2_fg_pct,off_3pt_fg_pct,5man_dbpm,3man_dbpm,kenpom_def,torvik_def,efgd_pct,2pd_pct,3pd_pct,ftd_pct,ftrd,tord,drb_pct,astd_pct,blked_pct,def_dunk_fg_pct,def_close2_fg_pct,def_far2_fg_pct,def_3pt_fg_pct,net_efg_margin,net_turnover_margin,net_rebounding_margin,net_ftr_margin,rim_efficiency,perimeter_efficiency,three_point_volume_efficiency,shot_quality_variance,rim_to_three_ratio,mid_range_reliance,paint_touch_rate,top5_scoring_concentration,top5_rebounding_concentration,top5_def_rebounding_concentration,bench_scoring_ratio,rotation_balance,tempo_advantage,effective_possession_rate,offensive_versatility_score,size_speed_index,assist_to_usage_ratio,free_throw_advantage,block_efficiency,experience_weighted_production,four_factors_composite,elite_outcome_probability,offense_defense_balance,shooting_variance_resilience,lineup_depth_quality,def_net_efg_margin,def_net_turnover_margin,def_net_rebounding_margin,def_net_ftr_margin,def_rim_efficiency,def_perimeter_efficiency,def_three_point_volume_efficiency,def_shot_quality_variance,def_rim_to_three_ratio,def_mid_range_reliance,def_paint_touch_rate,def_effective_possession_rate,defensive_versatility_score,def_size_speed_index,def_assist_suppression,def_free_throw_advantage,def_block_efficiency,def_experience_impact,def_four_factors_composite,def_lineup_depth_quality
2015,Region 1,First Round,2015 Kentucky,2015 Hampton,1,16,1,54.1,34,25.3036991,45.94466,0.72005823,5,2.5,-15.7,-9.1,3.43,7.8,-1.26,4.7,-5.3,-5.8,-41.6,-35.7,9.8,-2,5.3,-3.2,-0.4,-1.7,3.6,-2.1,28.4,18,16.719,16.1122251,5.3,7.2,0.6,3.5,-2.1,3.7,9.5,11.6,8.3,0.5,16.2,0.5,1,23.3,16.2,12.2031,10.640777,6.1,6.8,3,0.2,11.8,1.3,-1.2,6.4,5,-3.2,2.4,8.8,3.6,-16.2,-121.2,-64.3,-35.3,19.8747,-19.5443,-10.5392,1.14295742,0.44506051,-22.7,-12.6,0,0.01,0.01,4.7,0.31213059,-5.8,32.5513,4.01585131,5.00578,-1.9590201,1904.71,-8.1279764,29.804,15.55,1,0.37773251,-0.888481,-10.4,16.2,121.2,64.3,35.3,-6.0239,25.6722,12.2894,4.28442599,0.01816027,17.6,19.7,-23.2656,-5.2477331,5.00578,3.07024614,-1904.71,4.99915485,18.017,-5.115,-7.1
2015,Region 1,First Round,2015 Cincinnati,2015 Purdue,8,9,1,1.7,1.7,-2.064611,0.2686,-0.0195157,-4.7,-2.3,-6.6,-3.2,-0.9,-2.18,0.24,-0.51,-5.7,-4.8,-38.4,-34.3,2,3.3,-2.6,-0.7,0.1,4.9,-5.9,0.9,-2.6,2.2,11.5094,11.8540182,4.9,8.2,-1.7,-2.3,-0.7,-3.5,6.2,1.6,6.8,3.6,4.8,7.2,-2.1,1.7,-0.5,16.7195,17.6683706,6.2,9,0.6,3.6,17.1,0.3,-4.5,7,6.1,5.9,17.6,3.1,0.8,-8.9,-120.6,-63.7,-55.8,14.8537,-24.2944,-10.0208,0.5446152,0.20572439,-23.6,-22.3,-0.01,0.01,-0.01,-0.51,2.44101441,-4.8,29.9638,3.83437167,-1.48132,-1.7586387,977.06,-6.298063,-0.432,11.27,0,-0.5112226,-0.5834377,4.8,8.9,120.6,63.7,55.8,-7.9392,19.8284,12.0825,-3.0351681,0.11753168,12.9,16.8,-29.2935,-0.9249893,-1.48132,1.39970616,-977.06,5.74245431,5.328,-9.09,-2.2
2015,Region 1,First Round,2015 West Virginia,2015 Buffalo,5,12,1,4.4,0.9,4.91367355,6.4141,0.10172212,-5.8,-3.6,-2.9,0.1,-0.39,1.3,-0.38,13.3,0.2,-0.1,-28.1,-38,-0.5,-2.8,7.4,-4.5,1,-1.6,0,1.7,6.7,5.5,14.2475,12.9008445,-1.9,-2,-1.1,-0.2,6.6,1.1,10.5,7.9,0.8,2.5,-2.7,2.1,-1.3,-3.4,-4.6,16.8447,15.9655838,-4,-4,-2.5,3.5,-13.6,11.8,-3.6,-2.2,1.4,-3.3,-2.2,-6.9,-2.3,-3.7,-116.9,-62.9,-27.6,5.7762,-19.6299,-14.912,0.94746704,0.05349008,-3.6,-17.3,1.42E-14,-1.42E-14,-1.42E-14,13.3,3.39010133,-0.1,27.6888,3.44160207,0.89858,-2.2946286,2102.57,-8.023287,6.984,11.645,0,-0.2899267,-1.3259347,-1.2,3.7,116.9,62.9,27.6,-15.877,19.9902,9.9867,-0.8713586,-0.1035253,7,3.2,-27.2628,-3.9647878,0.89858,1.8336668,-2102.57,9.88690655,-8.766,-14.78,-1.2
2015,Region 1,First Round,2015 Maryland,2015 Valparaiso,4,13,1,8.9,4.7,6.43173262,5.2227,0.08375049,-2.2,1,-8.2,-5.1,0.88,1.58,0.12,-0.67,1.6,1.4,-24.9,-29.2,4.3,3.2,-4.7,1.6,-1,-7.7,4.7,3.2,-3.5,7,15.4656,15.5756901,6,5.7,4.2,5.8,11.8,0.2,1.6,-7,2.4,-9.5,8.3,-0.2,4,7.5,-2.5,11.6962,11.1759977,6,3.9,6.9,2.7,8.8,-1.8,-4.6,3.5,3.1,5.3,1.4,1.9,6.8,-7.4,-126.6,-77.8,-58.2,13.6382,-24.4773,-10.264,-4.742144,0.15926408,-14.5,-31.1,-1.42E-14,0.01,-1.42E-14,-0.67,-1.1986903,1.4,31.2858,6.71388198,1.05358,-1.7368265,1412.81,-6.9096124,-3.566,10.97,0,0.35724142,-2.6713444,10.5,7.4,126.6,77.8,58.2,-13.3143,25.0491,12.1624,-0.2389298,-0.3396851,11.9,23.1,-32.1368,-7.3566084,1.05358,2.19992599,-1412.81,7.63312287,12.33,-10.23,-10
2015,Region 1,First Round,2015 Butler,2015 Texas,6,11,1,7.5,4.3,2.58607023,-0.4917,-0.0001062,-2.3,-0.6,-11.1,-7.9,-0.35,-3.69,0.36,-19.22,1.5,1.2,-40.1,-32.1,-0.9,7.7,-5.6,-2.1,-6.3,3.2,-3.4,0,4.3,0.7,17.795,17.112634,6.9,9.4,1,1.9,6.3,-3.2,6.5,-2.7,-0.1,21.2,9.7,3.6,0.9,5.1,3.6,21.9501,20.9622193,2.5,1.3,3.3,4.5,3.6,-0.7,-13.1,5,9.2,-9.5,3.6,1.3,3.1,-12.4,-129.1,-72.6,-55.1,10.4954,-27.7153,-9.9547,8.85251,0.31389217,-27.8,-28.4,0,0,0.01,-19.22,-1.8918679,1.2,32.349,9.31724714,-2.32293,-1.9075219,1053.87,-4.4290239,11.617,11.125,0,-0.3897687,-4.4952915,-3.6,12.4,129.1,72.6,55.1,-13.2419,20.5709,12.0373,4.93095381,-0.0909064,18.6,23.9,-29.2717,-8.1641535,-2.32293,2.19090621,-1053.87,10.2483524,14.109,-11.845,-1.5
2015,Region 1,First Round,2015 Notre Dame,2015 Northeastern,3,14,1,20.9,12.9,12.6873462,19.24985,0.27222545,6.2,5.4,-6.9,-3.5,-0.5,-0.53,-0.04,-1.58,0.6,0.4,-32.3,-36.6,6.1,-2.2,-6.7,9,-1.4,-14.9,13.9,1,22.4,16.9,21.552,23.4497108,9,9.7,4.8,5.3,12.4,1.2,2.5,5.1,-0.8,-4,8.1,7.7,4.5,2.5,-3.9,7.34,6.80711105,6.5,5.5,5.9,2.2,18.9,-4,2,8.7,2.9,-5.3,-1,3.3,6,10.9,-131.2,-85.1,-72.7,17.756,-13.5366,-4.1619,-4.362234,-0.2824863,0.5,-3.3,-0.01,0.01,0.02,-1.58,1.26733469,0.4,42.2992,1.76207391,-0.34025,-1.7104605,1158.13,-9.2869053,39.54,15.55,2,1.33773305,0.42942566,-5.5,-10.9,131.2,85.1,72.7,-20.1545,23.9431,9.458,4.80803707,-0.57323,7.3,9.1,-33.885,0.51054515,-0.34025,2.68707512,-1158.13,10.1450736,4.121,-10.805,-6.4
2015,Region 1,First Round,2015 Wichita St.,2015 Indiana,7,10,1,17.3,10.9,4.79476592,7.8481,0.09236405,2.7,3.1,-2.4,0.5,-0.27,-0.48,0.76,-1.56,-5.9,-4.9,-34,-30.7,0.5,-6.5,2.2,4.3,-2.8,-8.9,17.9,-9,19.2,18.4,9.484,10.6657355,0.2,-2.1,3.1,2.3,3.3,0.9,3.5,8.6,-0.8,-7.2,-1.5,0.7,2.7,-1,-7.4,25.9785,27.2303405,9.4,8.2,5.9,3.4,-4.1,4.5,-8.3,6.8,-2,6.8,5,0.5,5.4,1,-130,-71.6,-63,11.3813,-15.9968,-8.2405,-4.1751701,-0.3575504,-14,-15.4,0,0,0.01,-1.56,0.62463431,-4.9,35.0241,3.24554875,-0.23633,-2.3259514,524.16,-11.027292,35.612,13.48,-2,-1.6054442,0.38043084,-0.8,-1,130,71.6,63,-14.7754,22.3455,3.633,-1.9590076,-0.0414848,11.7,20.3,-33.4266,-8.6903403,-0.23633,3.02409989,-524.16,8.0267161,12.32,-12.33,-6.4
2015,Region 1,First Round,2015 Kansas,2015 New Mexico St.,2,15,1,9.2,4.6,12.9978808,16.7366,0.25409053,-4.4,-0.8,-5.3,-3.7,0.09,-1.86,-0.65,2.93,4,3.1,-48.2,-42.8,3.1,-2.4,-2.5,5,-1.4,-8.2,1.6,6.6,5.3,4.9,14.4513,15.1743861,3.4,0.1,8,2.6,10.5,1.4,4.2,5.3,7,-7,-1.8,1.8,7.1,4.3,-0.3,16.2957,13.3587379,6.6,6.2,5.4,3.8,11.2,-4.4,-7.7,1.2,-3.9,16.8,5.9,2.7,4.7,-9.4,-121,-63.1,-46.1,11.9382,-18.6352,-5.4605,-5.484995,-0.3143456,-21.7,-8.5,-0.01,-0.01,0.01,2.93,0.88522579,3.1,28.7932,6.23501037,-1.15909,-1.6358183,2000.02,-10.215523,-0.189,10.345,1,-0.2247621,5.27169138,-0.4,9.4,121,63.1,46.1,-16.0379,24.4319,12.7252,-6.0348064,-0.6978464,17.4,11.6,-30.101,-8.3298965,-1.15909,2.0580582,-2000.02,6.75335484,-2.329,-11.61,-4.6
2015,Region 4,First Round,2015 Wisconsin,2015 Coastal Carolina,1,16,1,39.5,26,16.0929359,31.904,0.43556256,11.8,9.3,-13.2,-7.9,3.31,7.23,0.15,-7.31,-5.5,-4.6,-23.6,-39.1,3,3.6,-1.3,-2.3,1.1,1.7,6.3,-8,32.4,24.2,23.012,23.567198,7.5,10,2.2,5.3,0,4.6,4.3,-3.3,1.6,-2.5,10.1,5.6,2.7,13.1,1.9,12.1336,12.0795362,3.2,4.2,-0.6,2.2,18.5,-1.1,-11.5,5.7,4.2,-7.8,-0.6,5.7,-1.7,-1.7,-136.1,-81.6,-68.1,15.0782,-20.7891,-12.6007,-2.345079,0.22801004,-10.5,-27.8,0,-0.01,0,-7.31,-0.636515,-4.6,38.8366,4.20651619,4.38767,-2.009579,1115.65,-9.0498419,67.437,14.87,1,0.92494792,-0.2049939,-8.2,1.7,136.1,81.6,68.1,-6.008,16.5858,3.9385,4.52135732,0.41558973,29.3,30.8,-32.1167,-11.078274,4.38767,4.22284302,-1115.65,10.117843,28.028,-11.42,-11.2
2015,Region 4,First Round,2015 Oregon,2015 Oklahoma St.,8,9,1,-6.5,-2.7,2.90912624,-2.9945,-0.0370216,-5.5,-1.2,-0.6,-1.4,0.64,-2.67,-0.6,0.76,3.7,3,-34.1,-29,2,-1.5,-0.4,1.9,-5.4,5.5,0.3,-5.7,-0.7,2.8,18.8112,17.8604179,6.1,7.1,2.4,8.3,-12.9,4.2,-2.5,-1.8,-0.6,2.4,9,4.5,2.2,-5.8,-5.6,10.552,10.2033739,2.3,2.2,1.3,3.5,4.4,-1.8,4.8,2.7,7.3,-1.8,4.4,0.8,1.5,-4,-126.4,-77.7,-53.1,13.1209,-18.8409,-8.4814,-0.0823955,-0.0557961,-17,-18.5,-0.01,-0.02,0,0.76,3.08785543,3,31.795,1.84820968,-1.77723,-1.8982127,1377.68,-6.1392259,-7.513,9.975,0,0.87735981,0.09911462,3.5,4,126.4,77.7,53.1,-11.626,18.3088,8.7114,1.04512907,0.16845917,14.7,24.5,-32.0118,0.03152242,-1.77723,2.42955281,-1377.68,8.62228225,-16.402,-10.6,0.2
2015,Region 4,First Round,2015 Arkansas,2015 Wofford,5,12,1,13.8,7.4,3.33230549,10.57888,0.20892724,-1.2,0.4,-5.2,-2.9,2.12,5.02,-0.06,4.99,8.1,8.6,-37.1,-35.8,3.8,-0.6,0.9,-0.2,2.5,3.4,-1.4,-2,14.5,11.5,16.4295,16.1456189,3.3,1.8,4.2,1.6,0.8,3.5,7.9,15.9,2.6,-3.2,3.4,0.7,4,-0.4,-4.2,6.945,5.48054317,3,2.9,1.8,-2.3,-0.5,5.3,4.9,5,0.4,5.8,4.9,2.7,1.6,-2.7,-123.4,-73.2,-49.7,14.4714,-21.5924,-10.7744,-2.2252795,0.11006064,-25.9,-27,0.01,1.42E-14,-0.01,4.99,-1.6765128,8.6,31.1937,4.35614321,3.25586,-2.5336352,1703.27,-12.068797,24.223,12.315,2,0.92770789,1.96685908,-3,2.7,123.4,73.2,49.7,-7.95,17.9371,8,-1.7864517,0.26072473,14,19.9,-31.0568,1.84319536,3.25586,2.19983512,-1703.27,7.4784128,-1.096,-10.6,-3.8
2015,Region 4,First Round,2015 North Carolina,2015 Harvard,4,13,1,21.7,10.4,7.46443476,15.05436,0.25371586,-1.1,2,-8.6,-3.6,0.86,1.95,-0.89,5.89,8.5,8.4,-45.1,-36.4,5,-4,13.3,-9.3,0.6,-4.3,-6.2,10.4,16.8,12,22.9768,24.4347243,5.3,7.2,1.1,2.7,1.6,1.7,12.1,9.1,3.8,2.4,14.9,3.4,1.6,8,-1.6,9.5611,9.23683089,2,0.1,4.3,2.8,1.4,-0.9,-1.8,4.4,4.5,1.5,-2.5,2.3,4.5,-9.9,-125.4,-69.5,-55.6,12.7111,-16.2625,-12.8633,0.47073934,0.6162482,-19.9,-12.4,0,0.01,-0.02,5.89,1.69508875,8.4,31.3191,4.26893064,1.37814,-1.8365354,1086.91,-6.9386338,15.511,12.065,2,1.26812287,-1.5918502,-4.8,9.9,125.4,69.5,55.6,-10.3021,23.6997,16.6875,1.21400173,-0.5224734,23,24.3,-28.7183,-3.0708685,1.37814,1.91962142,-1086.91,7.54697298,3.538,-9.765,-9.6
2015,Region 4,First Round,2015 Xavier,2015 Mississippi,6,11,1,3.7,0.4,1.82088722,4.225,0.0696897,-1.7,0.6,-3.5,-2.2,0.14,0.51,-0.68,-6.96,-0.6,-0.4,-27.5,-29.7,0.3,9.1,-2.1,-7,-1.8,0.8,-4.9,4,8.2,5,15.142,15.9318789,6.1,10,0,4.1,-3.1,0.9,-0.4,0,-1.1,-8.6,6.1,10.6,-0.6,-6.5,-4.6,17.9367,16.5724156,-2,-2,-1.2,10.7,3.1,2.3,-7.9,-2.1,1.2,0.3,-3.3,1.3,-1.3,-1.7,-127,-74.9,-48.8,16.1465,-23.7047,-14.1662,-6.0039801,0.4822642,-3.7,-15.4,0.01,0,1.42E-14,-6.96,1.54771602,-0.4,33.4241,0.12033669,0.3278,-1.4166807,1663.43,-7.9963423,9.12,12.55,-2,-0.3203676,2.80750241,-3.2,1.7,127,74.9,48.8,-10.541,19.586,13.3113,0.02677731,-0.1481182,17.1,26.6,-30.4926,-6.6455138,0.3278,1.89510597,-1663.43,10.7184483,-18.096,-12.7,1.9
2015,Region 4,First Round,2015 Baylor,2015 Georgia St.,3,14,0,22.2,14.6,7.39197042,13.70423,0.1632125,1.5,0.6,-10.7,-4.5,-0.44,1.28,-0.35,-0.58,-1.6,-1.3,-24.8,-36.7,1.7,4.7,3.9,-8.5,0,-12.4,4.1,8.2,14.4,13.6,16.505,17.3058348,4.8,3.8,5.6,-4.1,-0.6,3.2,7.3,-3.6,4.8,6.2,6.7,-1.5,5.2,11.6,0.8,16.7507,16.3163011,6.1,6.9,2.1,8.7,6,3.1,1.2,-18,2.8,4.9,5.3,3.3,2.7,-7.5,-121.5,-61.5,-51,11.512,-23.1014,-15.1636,2.3994695,0.43394147,-2.3,-13.8,0.01,-0.01,0.01,-0.58,0.11636546,-1.3,27.4992,7.14694655,0.80994,-1.4669715,1250.72,-6.7059181,24.513,10.51,2,-0.0967817,0.23859949,-0.8,7.5,121.5,61.5,51,-20.193,26.793,16.2884,-1.0441782,-0.7463415,16.3,16,-32.7133,-5.9341654,0.80994,0.85696775,-1250.72,7.80828095,20.047,-10.435,-10.8
2015,Region 4,First Round,2015 VCU,2015 Ohio St.,7,10,0,-9.8,-3.3,0.75363544,-4.4909,-0.0685771,-7.7,-2.6,-0.5,-0.3,-1.06,-2.61,-0.21,9.61,0.5,0.8,-22.2,-32.6,-0.7,-4.5,2.3,2.2,-3.8,1.4,-4.5,3.1,2.3,5.4,16.3142,16.1627899,2.2,1.4,2.4,-4.1,10.1,6.4,0.3,-6.6,5.4,5.6,0.3,5.6,2.1,-2.9,-8.6,21.2077,20.2139008,5.2,5.8,2.8,-1.8,-2.9,6.8,-3.3,-1.2,5.3,-1.6,11.3,0.7,2.6,-0.8,-121.4,-72,-62.6,6.4164,-19.5725,-11.8749,0.66635764,-0.1923311,-5.7,-20.4,0,0.01,-1.42E-14,9.61,1.4274144,0.8,29.337,5.15446746,-1.75338,-1.8462714,725.74,-6.1655184,0.593,8.505,0,-0.4638326,-1.1157638,3.1,0.8,121.4,72,62.6,-17.0175,16.8505,11.1856,0.7571389,-0.1964291,8.1,9.6,-33.1684,-3.3825096,-1.75338,2.03769071,-725.74,6.97472225,-7.202,-12.855,-5.7
2015,Region 4,First Round,2015 Arizona,2015 Texas Southern,2,15,1,36.8,25.9,13.2436455,36.1831,0.60589767,5.2,5,-14.7,-9.5,1.86,5.09,-0.82,-2.84,2.3,3.2,-45.7,-37.2,4.1,-0.8,3.2,-2.4,0.3,-9.2,9,0.1,20.7,18,11.309,9.0928697,4.7,5.4,1.8,5.5,14.5,2,-0.1,5.2,-0.3,5.9,9.1,1.5,1.7,12.7,7.9,17.1367,14.7057316,5.1,8,-0.8,-3,10.2,1.2,-11.7,-2.4,1.4,7,2.1,5.6,-1.3,-3.8,-123.6,-75.4,-37.5,14.902,-14.6192,-9.2691,2.45709663,0.26099179,-23.8,-15.1,-0.01,0.01,0.01,-2.84,-0.7771002,3.2,35.0931,0.86992459,3.35017,-1.9386713,2009.19,-11.51301,33.588,14.085,-1,-0.7079308,2.0999225,-2.7,3.8,123.6,75.4,37.5,-12.4509,26.0064,10.7738,-2.2847545,-0.2864431,25.4,31.5,-27.8167,-9.2223377,3.35017,2.48053068,-2009.19,9.09934142,13.22,-11.99,-4.8
2015,Region 2,First Round,2015 Villanova,2015 Lafayette,1,16,1,28.8,20.6,18.0235289,32.71494,0.54072298,7.5,5,-3.9,-1.9,0.6,-1.08,-0.2,5.47,0.5,-0.4,-19.9,-32.1,4.9,-3.3,-2.3,5.6,3.6,1,2.2,-3.2,24.3,20.9,8.023,6.9541815,2.4,2.3,1.3,2.7,14.8,0.3,-1.7,11.2,2.3,4.8,5.1,-2.6,0.8,-1.8,-0.2,21.1747,19.2130744,10.8,7.8,10.6,9,0.7,4.8,3.5,4.5,-1.6,-5.6,8,6.3,10.4,10,-127.9,-74.2,-68.7,13.5885,-12.7873,-6.3776,2.91013475,-0.0952108,-5.1,-23,0.01,-0.01,0,5.47,3.59491595,-0.4,38.1603,-3.1787171,-0.70468,-2.0617027,1016.73,-12.752041,47.007,15.065,0,-0.5381972,-4.4009956,-3.4,-10,127.9,74.2,68.7,-4.2906,15.097,7.9004,6.5267915,0.23520783,16.6,29.6,-34.9588,-0.8039212,-0.70468,2.08863603,-1016.73,8.29769873,-6.402,-9.565,1.6
2015,Region 2,First Round,2015 NC St.,2015 LSU,8,9,1,-4.9,1.4,0.5845754,1.4197,0.02827224,-9,-1.5,-0.9,-2.3,-0.04,-2.09,0.12,10.79,-5.3,-5.4,-38.7,-40.2,2.3,-4.7,1.8,2.9,-2,-5.5,2.6,3,4,5.5,19.2014,19.6299391,5,3.8,4.8,2.3,6.1,3,1.1,-0.5,4.8,-4.5,2.8,6,4.8,-6.9,-4.3,10.1053,9.80722222,5,6.7,0.7,-1.4,-0.7,-5.1,-3.5,6.2,3.9,5.1,10.2,-0.5,1,-9.8,-128.7,-68.4,-66.4,9.2496,-19.1495,-8.7509,-4.5830188,-0.2023933,-21.4,-19.2,0.01,0.02,0,10.79,-0.7867753,-5.4,30.928,6.77759982,-1.52489,-2.0234812,450.88,-6.3625429,6.32,8.965,0,0.91012323,3.76648683,1.5,9.8,128.7,68.4,66.4,-15.576,23.5881,11.4418,-2.7000452,-0.3949312,17.2,14.7,-31.7545,-1.7261225,-1.52489,2.27954229,-450.88,6.45630101,-7.719,-10.25,2.6
2015,Region 2,First Round,2015 Northern Iowa,2015 Wyoming,5,12,1,14.6,8.9,6.9100575,14.54666,0.27859899,-6.7,-3.5,-5.5,-1.8,-0.12,-1.76,-0.16,13.53,-1,-0.6,-24.8,-22.2,-0.1,14.5,-19.2,4.7,-14.2,-6.6,8.7,-2.1,7.1,6,17.0959,16.4353914,9.5,9.9,5.3,2.8,13.5,0.1,0,5,-0.6,13.1,-1.9,4.7,4.9,6.9,2.9,10.2588,10.5438397,7,10.8,0.7,-0.6,14.3,0.6,4.8,18.9,0.4,9.7,16.1,-2.5,0.5,0.1,-125.9,-97.2,-65.4,18.4419,-26.584,-7.035,2.80538672,0.2755637,-17.6,-34.6,0.01,-1.42E-14,-0.01,13.53,-0.9706592,-0.6,36.4367,1.77596497,-1.03626,-2.084336,1522.71,-10.404716,14.136,12.17,2,0.63721895,3.8083797,-1.1,-0.1,125.9,97.2,65.4,-28.6469,27.8985,12.6941,-6.629007,-0.4805101,14.3,22.2,-31.7616,5.75833237,-1.03626,2.09221726,-1522.71,11.224301,14.024,-8.575,-4
2015,Region 2,First Round,2015 Louisville,2015 UC Irvine,4,13,1,10.4,11.2,9.97472337,13.56552,0.21844874,-3.7,1.7,-10.6,-8.7,-0.6,-2.08,-0.57,-7.23,2.2,1.9,-38.3,-38.1,5.5,0.9,-3.5,2.8,0.6,0.6,-1.8,1.2,-0.6,8.9,9.6418,10.5965589,3.1,6.6,-3.2,-3.8,2.7,-0.5,4.4,-1.5,7.1,16.4,12.8,-0.5,-2.8,9.8,2.4,17.642,18.4135224,7.3,4.4,9,3.1,-3.7,3.8,1.1,1,5,0.9,0.5,8.5,8.1,-13.4,-125.1,-73.5,-59.4,13.6541,-22.5566,-9.4616,9.07192943,0.09559812,-27.5,-24,1.42E-14,0.01,0,-7.23,-3.8619994,1.9,29.7247,3.95168025,-1.28084,-2.2052648,475.88,-7.5318877,-5.778,10.34,0,-0.7610031,-5.4817423,9.5,13.4,125.1,73.5,59.4,-9.132,20.195,10.3516,3.77021334,-0.0089922,25.4,23.6,-29.2352,-3.6447935,-1.28084,1.81667556,-475.88,6.15334981,9.919,-7.325,-7.4
2015,Region 2,First Round,2015 Providence,2015 Dayton,6,11,0,6.1,6.8,2.64963377,3.6817,0.08731007,-5.6,-1.6,-6.7,-4.6,2.6,7.74,-0.11,7.82,1.3,1.8,-38.8,-26.8,1.7,8,-3.6,-4.4,-1.5,4.9,-2.8,-1.9,5.2,4.7,17.8568,16.9617697,1.3,2.3,-0.8,3,10.5,3.2,7.3,2.8,1.9,7.9,-1.3,1.9,-1.2,3.5,2.1,13.5959,12.4955053,4.7,5.9,1.8,-0.5,10.1,1.9,5.3,6.6,-0.7,-8,8.1,6.1,2.4,-3.2,-123.5,-83,-40.2,16.4431,-25.7095,-13.468,3.08767522,0.49844992,-17.8,-18.1,-1.42E-14,0.01,0.01,7.82,0.37894554,1.8,28.7809,3.19838109,5.04018,-1.828745,2149.38,-12.114522,6.567,10.975,1,0.40837525,-2.0914216,-0.5,3.2,123.5,83,40.2,-11.6743,17.8388,10.5747,5.04397373,0.14613713,7,20,-33.1773,3.41371722,5.04018,1.78793036,-2149.38,6.69002163,4.224,-12.99,-1.4
2015,Region 2,First Round,2015 Oklahoma,2015 Albany,3,14,1,22.6,14,7.24188115,21.06779,0.3629631,-0.2,0.7,-12.4,-6.1,0.01,1.5,0.16,-4.87,7,6.6,-24.8,-32.2,5.2,-1.7,9.4,-7.7,3.2,-13.2,13.1,0.1,12.6,12,8.354,7.8778902,-0.2,2.5,-2.2,3.7,2.3,2.6,5.4,-6.2,2.5,6.5,7.7,-0.1,-2.1,8,1.9,18.7776,17.4549872,6.4,5.7,5.1,10.7,11,1.2,-1,-1.7,-4.6,-8.7,-0.5,3.9,3.9,-7.2,-122.8,-79.6,-68.1,11.6435,-19.6588,-14.9809,3.95343183,0.30252344,-8.4,-23.5,0,0.01,0,-4.87,1.22318969,6.6,30.425,6.35857296,0.95682,-1.7502592,877.86,-15.853492,23.348,10.645,1,-1.0716801,-3.8507513,-0.6,7.2,122.8,79.6,68.1,-10.288,27.1809,11.147,5.93041381,-0.2945537,6.1,18.8,-29.2084,-6.3786947,0.95682,2.28772507,-877.86,6.89820142,15.792,-8.24,-6.1
